Von,IBNR,Nach,IBNR,Tarifkilometer,Bus,Außenherum,Ausschlussstrecke,Region
Berlin Gehrenseestr.,11273,Erkner,13477,31,,N,,1034
Berlin Gehrenseestr.,11273,Fangschleuse,11533,37,,N,,1034
Berlin Gehrenseestr.,11273,Fredersdorf(b Bln),11539,22,,N,,1034
Berlin Gehrenseestr.,11273,Golzow(Oderbruch),11672,75,,N,,1034
Berlin Gehrenseestr.,11273,Gorgast,11674,77,,N,,1034
Berlin Gehrenseestr.,11273,Groß Schönebeck,11734,42,,N,,1034
Berlin Gehrenseestr.,11273,Grüneberg,11776,42,,N,,1034
Berlin Gehrenseestr.,11273,Hangelsberg,11818,44,,N,,1034
Berlin Gehrenseestr.,11273,Hennigsdorf(b Bln),13483,30,,N,,1034
Berlin Gehrenseestr.,11273,Herrensee,11863,31,,N,,1034
Berlin Gehrenseestr.,11273,Hohen Neuendorf(Bln),11884,19,,N,,1034
Berlin Gehrenseestr.,11273,Hohen Neuendorf West,11885,24,,N,,1034
Berlin Gehrenseestr.,11273,Hoppegarten(Mark),11546,16,,N,,1034
Berlin Gehrenseestr.,11273,Klandorf,12015,38,,N,,1034
Berlin Gehrenseestr.,11273,Klosterfelde,12054,27,,N,,1034
Berlin Gehrenseestr.,11273,Kostrzyn(Gr),12626,83,,N,,1034
Berlin Gehrenseestr.,11273,Lehnitz,11547,27,,N,,1034
Berlin Gehrenseestr.,11273,Letschin,12205,76,,A,,1034
Berlin Gehrenseestr.,11273,Lottschesee,12255,30,,N,,1034
Berlin Gehrenseestr.,11273,Melchow,12329,28,,N,,1034
Berlin Gehrenseestr.,11273,Mühlenbeck-M.mühle,11552,11,,N,,1034
Berlin Gehrenseestr.,11273,Nassenheide,12413,36,,N,,1034
Berlin Gehrenseestr.,11273,Neuenhagen(b Berlin),11558,18,,N,,1034
Berlin Gehrenseestr.,11273,Neutrebbin,12475,85,,A,,1034
Berlin Gehrenseestr.,11273,Obersdorf,12537,49,,N,,1034
Berlin Gehrenseestr.,11273,Oranienburg,13487,29,,N,,1034
Berlin Gehrenseestr.,11273,Petershagen Nord,11562,24,,N,,1034
Berlin Gehrenseestr.,11273,Rehfelde,12735,33,,N,,1034
Berlin Gehrenseestr.,11273,Röntgental,11566,9,,N,,1034
Berlin Gehrenseestr.,11273,Rüdnitz,12819,20,,N,,1034
Berlin Gehrenseestr.,11273,Ruhlsdorf-Zerpenschl,12821,34,,N,,1034
Berlin Gehrenseestr.,11273,Sachsenhausen(Nordb),12831,31,,N,,1034
Berlin Gehrenseestr.,11273,Schönerlinde,12910,10,,N,,1034
Berlin Gehrenseestr.,11273,Schönfließ,11577,14,,N,,1034
Berlin Gehrenseestr.,11273,Schönwalde(Barnim),12920,13,,N,,1034
Berlin Gehrenseestr.,11273,Seefeld(Mark),12966,18,,N,,1034
Berlin Gehrenseestr.,11273,Seelow(Mark),12973,71,,N,,1034
Berlin Gehrenseestr.,11273,Seelow-Gusow,11788,63,,N,,1034
Berlin Gehrenseestr.,11273,Strausberg-Hegerm.,11581,30,,N,,1034
Berlin Gehrenseestr.,11273,Strausberg Nord,13064,36,,N,,1034
Berlin Gehrenseestr.,11273,Strausberg Stadt,11579,34,,N,,1034
Berlin Gehrenseestr.,11273,Trebnitz(Mark),13141,53,,N,,1034
Berlin Gehrenseestr.,11273,Wandlitz,13227,21,,N,,1034
Berlin Gehrenseestr.,11273,Wandlitzsee,13228,23,,N,,1034
Berlin Gehrenseestr.,11273,Wensickendorf,13278,23,,N,,1034
Berlin Gehrenseestr.,11273,Werneuchen,13285,23,,N,,1034
Berlin Gehrenseestr.,11273,Zepernick(Bernau),11589,11,,N,,1034
Berlin Gehrenseestr.,11273,Zühlsdorf,13429,20,,N,,1034
Berlin Gesundbrunnen,11102,Bergfelde(b Berlin),11225,20,,N,,1034
Berlin Gesundbrunnen,11102,Berlin Alt-Reinick.,11437,5,,N,,1034
Berlin Gesundbrunnen,11102,Berlin Beusselstr.,11129,5,,N,,489
Berlin Gesundbrunnen,11102,Berlin-Biesdorf,11237,21,,A,,1034
Berlin Gesundbrunnen,11102,Berlin-Blankenburg,11124,7,,N,,1034
Berlin Gesundbrunnen,11102,Berlin Bornholm.Str,11239,1,,N,,1034
Berlin Gesundbrunnen,11102,Berlin-Buch,11241,13,,N,,1034
Berlin Gesundbrunnen,11102,Berlin Eichborndamm,11244,7,,N,,1034
Berlin Gesundbrunnen,11102,Berlin Frankfurter A,11134,8,,N,,1034
Berlin Gesundbrunnen,11102,Berlin-Friedrfel.Ost,11262,19,,A,,1034
Berlin Gesundbrunnen,11102,Berlin-Friedrichshg.,11266,55,,A,,1034
Berlin Gesundbrunnen,11102,Berlin-Frohnau,11268,13,,N,,1034
Berlin Gesundbrunnen,11102,Berlin Gehrenseestr.,11273,14,,N,,1034
Berlin Gesundbrunnen,11102,Berlin Greifswald.St,11135,4,,N,,1034
Berlin Gesundbrunnen,11102,Berlin-Heiligensee,11280,16,,N,,1034
Berlin Gesundbrunnen,11102,Berlin-Hermsdorf,11287,11,,N,,1034
Berlin Gesundbrunnen,11102,Berlin-Hirschgarten,11289,56,,A,,1034
Berlin Gesundbrunnen,11102,Berlin-Hohenschönh.,11901,13,,N,,1034
Berlin Gesundbrunnen,11102,Berlin Humboldthain,11147,1,,N,,1099
Berlin Gesundbrunnen,11102,Berlin Jungfernheide,11167,7,,N,,489
Berlin Gesundbrunnen,11102,Berlin-Kaulsdorf,11291,23,,A,,1034
Berlin Gesundbrunnen,11102,Berlin K-B.-N.klinik,11295,6,,N,,1034
Berlin Gesundbrunnen,11102,Berlin-Köpenick,11332,58,,A,,1034
Berlin Gesundbrunnen,11102,Berlin Landsberger A,11151,6,,N,,1034
Berlin Gesundbrunnen,11102,Berlin-Mahlsdorf,11343,26,,A,,1034
Berlin Gesundbrunnen,11102,Berlin-Marzahn,11347,19,,A,,1034
Berlin Gesundbrunnen,11102,Berlin Mehrow.Allee,11348,21,,A,,1034
Berlin Gesundbrunnen,11102,Berlin Messe N/ZOB,11166,10,,N,,489
Berlin Gesundbrunnen,11102,Berlin Nöldnerplatz,11161,23,,A,,1034
Berlin Gesundbrunnen,11102,Berlin Nordbahnhof,11174,2,,N,,1099
Berlin Gesundbrunnen,11102,Berlin Oranienb.Str.,11175,3,,N,,1099
Berlin Gesundbrunnen,11102,Berlin-Pankow,11372,3,,N,,1034
Berlin Gesundbrunnen,11102,Berlin-Pankow-Hein.,11374,5,,N,,1034
Berlin Gesundbrunnen,11102,Berlin Poelchaustr.,11391,18,,A,,1034
Berlin Gesundbrunnen,11102,Berlin Prenzlauer Al,11180,3,,N,,1034
Berlin Gesundbrunnen,11102,Berlin-Rahnsdorf,11410,50,,A,,1034
Berlin Gesundbrunnen,11102,Berlin R-Wallenbg-St,11443,20,,A,,1034
Berlin Gesundbrunnen,11102,Berlin Schönh.Allee,11182,2,,N,,1034
Berlin Gesundbrunnen,11102,Berlin-Schönholz,11448,3,,N,,1034
Berlin Gesundbrunnen,11102,Berlin-Schulzendorf,11452,14,,N,,1034
Berlin Gesundbrunnen,11102,Berlin Springpfuhl,11459,17,,A,,1034
Berlin Gesundbrunnen,11102,Berlin Storkower Str,11192,7,,N,,1034
Berlin Gesundbrunnen,11102,Berlin-Tegel,11475,10,,N,,1034
Berlin Gesundbrunnen,11102,Berlin-Waidmannslust,11478,9,,N,,1034
Berlin Gesundbrunnen,11102,Berlin-Wartenberg,11479,12,,N,,1034
Berlin Gesundbrunnen,11102,Berlin-Wedding,11220,2,,N,,489
Berlin Gesundbrunnen,11102,Berlin Westend,11196,9,,N,,489
Berlin Gesundbrunnen,11102,Berlin Westhafen,11197,4,,N,,489
Berlin Gesundbrunnen,11102,Berlin-Wilhelmshagen,11485,47,,A,,1034
Berlin Gesundbrunnen,11102,Berlin-Wilhelmsruh,11498,5,,N,,1034
Berlin Gesundbrunnen,11102,Berlin-Witten.(WhrD),11499,8,,N,,1034
Berlin Gesundbrunnen,11102,Berlin Wollankstr,11501,2,,N,,1034
Berlin Gesundbrunnen,11102,Berlin Wuhletal,11504,22,,A,,1034
Berlin Gesundbrunnen,11102,Berlin-Wuhlheide,11511,60,,A,,1034
Berlin Gesundbrunnen,11102,Bernau(b Berlin),13470,21,,N,,1034
Berlin Gesundbrunnen,11102,Bernau-Friedenstal,11521,19,,N,,1034
Berlin Gesundbrunnen,11102,Biesenthal,11188,31,,N,,1034
Berlin Gesundbrunnen,11102,Birkenstein,11526,28,,A,,1034
Berlin Gesundbrunnen,11102,Birkenwerder(b Bln),11195,19,,N,,1034
Berlin Gesundbrunnen,11102,Blumberg(b Berlin),11211,27,,A,,1034
Berlin Gesundbrunnen,11102,Borgsdorf,11527,22,,N,,1034
Berlin Gesundbrunnen,11102,Erkner,13477,45,,A,,1034
Berlin Gesundbrunnen,11102,Fangschleuse,11533,51,,A,,1034
Berlin Gesundbrunnen,11102,Fredersdorf(b Bln),11539,36,,A,,1034
Berlin Gesundbrunnen,11102,Golzow(Oderbruch),11672,89,,A,,1034
Berlin Gesundbrunnen,11102,Gorgast,11674,91,,A,,1034
Berlin Gesundbrunnen,11102,Groß Schönebeck,11734,48,,N,,1034
Berlin Gesundbrunnen,11102,Grüneberg,11776,40,,N,,1034
Berlin Gesundbrunnen,11102,Hangelsberg,11818,58,,A,,1034
Berlin Gesundbrunnen,11102,Herrensee,11863,45,,A,,1034
Berlin Gesundbrunnen,11102,Hohen Neuendorf(Bln),11884,17,,N,,1034
Berlin Gesundbrunnen,11102,Hohen Neuendorf West,11885,22,,N,,1034
Berlin Gesundbrunnen,11102,Hoppegarten(Mark),11546,30,,A,,1034
Berlin Gesundbrunnen,11102,Klandorf,12015,44,,N,,1034
Berlin Gesundbrunnen,11102,Klosterfelde,12054,33,,N,,1034
Berlin Gesundbrunnen,11102,Kostrzyn(Gr),12626,97,,A,,1034
Berlin Gesundbrunnen,11102,Lehnitz,11547,25,,N,,1034
Berlin Gesundbrunnen,11102,Letschin,12205,90,,A,,1034
Berlin Gesundbrunnen,11102,Lottschesee,12255,36,,N,,1034
Berlin Gesundbrunnen,11102,Melchow,12329,34,,N,,1034
Berlin Gesundbrunnen,11102,Mühlenbeck-M.mühle,11552,16,,N,,1034
Berlin Gesundbrunnen,11102,Nassenheide,12413,34,,N,,1034
Berlin Gesundbrunnen,11102,Neuenhagen(b Berlin),11558,32,,A,,1034
Berlin Gesundbrunnen,11102,Neutrebbin,12475,99,,A,,1034
Berlin Gesundbrunnen,11102,Obersdorf,12537,63,,A,,1034
Berlin Gesundbrunnen,11102,Oranienburg,13487,27,,N,,1034
Berlin Gesundbrunnen,11102,Petershagen Nord,11562,38,,A,,1034
Berlin Gesundbrunnen,11102,Rehfelde,12735,47,,A,,1034
Berlin Gesundbrunnen,11102,Röntgental,11566,15,,N,,1034
Berlin Gesundbrunnen,11102,Rüdnitz,12819,26,,N,,1034
Berlin Gesundbrunnen,11102,Ruhlsdorf-Zerpenschl,12821,40,,N,,1034
Berlin Gesundbrunnen,11102,Sachsenhausen(Nordb),12831,29,,N,,1034
Berlin Gesundbrunnen,11102,Schönerlinde,12910,16,,N,,1034
Berlin Gesundbrunnen,11102,Schönfließ,11577,19,,N,,1034
Berlin Gesundbrunnen,11102,Schönwalde(Barnim),12920,19,,N,,1034
Berlin Gesundbrunnen,11102,Seefeld(Mark),12966,32,,A,,1034
Berlin Gesundbrunnen,11102,Seelow(Mark),12973,85,,A,,1034
Berlin Gesundbrunnen,11102,Seelow-Gusow,11788,77,,A,,1034
Berlin Gesundbrunnen,11102,Strausberg-Hegerm.,11581,44,,A,,1034
Berlin Gesundbrunnen,11102,Strausberg Nord,13064,50,,A,,1034
Berlin Gesundbrunnen,11102,Strausberg Stadt,11579,48,,A,,1034
Berlin Gesundbrunnen,11102,Trebnitz(Mark),13141,67,,A,,1034
Berlin Gesundbrunnen,11102,Wandlitz,13227,27,,N,,1034
Berlin Gesundbrunnen,11102,Wandlitzsee,13228,29,,N,,1034
Berlin Gesundbrunnen,11102,Wensickendorf,13278,29,,N,,1034
Berlin Gesundbrunnen,11102,Werneuchen,13285,37,,A,,1034
Berlin Gesundbrunnen,11102,Zepernick(Bernau),11589,17,,N,,1034
Berlin Gesundbrunnen,11102,Zühlsdorf,13429,26,,N,,1034
Berlin Greifswald.St,11135,Bergfelde(b Berlin),11225,22,,N,,1034
Berlin Greifswald.St,11135,Berlin Alt-Reinick.,11437,7,,N,,1034
Berlin Greifswald.St,11135,Berlin-Biesdorf,11237,23,,A,,1034
Berlin Greifswald.St,11135,Berlin Bornholm.Str,11239,3,,N,,1034
Berlin Greifswald.St,11135,Berlin-Buch,11241,15,,N,,1034
Berlin Greifswald.St,11135,Berlin Eichborndamm,11244,9,,N,,1034
Berlin Greifswald.St,11135,Berlin-Friedrfel.Ost,11262,21,,A,,1034
Berlin Greifswald.St,11135,Berlin-Friedrichshg.,11266,57,,A,,1034
Berlin Greifswald.St,11135,Berlin-Frohnau,11268,15,,N,,1034
Berlin Greifswald.St,11135,Berlin Gehrenseestr.,11273,16,,A,,1034
Berlin Greifswald.St,11135,Berlin-Heiligensee,11280,18,,N,,1034
Berlin Greifswald.St,11135,Berlin-Hermsdorf,11287,13,,N,,1034
Berlin Greifswald.St,11135,Berlin-Hirschgarten,11289,58,,A,,1034
Berlin Greifswald.St,11135,Berlin-Hohenschönh.,11901,15,,N,,1034
Berlin Greifswald.St,11135,Berlin-Kaulsdorf,11291,25,,A,,1034
Berlin Greifswald.St,11135,Berlin K-B.-N.klinik,11295,8,,N,,1034
Berlin Greifswald.St,11135,Berlin-Köpenick,11332,60,,A,,1034
Berlin Greifswald.St,11135,Berlin Landsberger A,11151,2,,N,,1034
Berlin Greifswald.St,11135,Berlin-Mahlsdorf,11343,28,,A,,1034
Berlin Greifswald.St,11135,Berlin-Marzahn,11347,21,,A,,1034
Berlin Greifswald.St,11135,Berlin Mehrow.Allee,11348,23,,A,,1034
Berlin Greifswald.St,11135,Berlin Nöldnerplatz,11161,25,,A,,1034
Berlin Greifswald.St,11135,Berlin Ostkreuz,11162,5,,N,,1034
Berlin Greifswald.St,11135,Berlin-Pankow,11372,5,,N,,1034
Berlin Greifswald.St,11135,Berlin-Pankow-Hein.,11374,7,,N,,1034
Berlin Greifswald.St,11135,Berlin Poelchaustr.,11391,20,,A,,1034
Berlin Greifswald.St,11135,Berlin Prenzlauer Al,11180,1,,N,,1034
Berlin Greifswald.St,11135,Berlin-Rahnsdorf,11410,52,,A,,1034
Berlin Greifswald.St,11135,Berlin R-Wallenbg-St,11443,22,,A,,1034
Berlin Greifswald.St,11135,Berlin Schönh.Allee,11182,2,,N,,1034
Berlin Greifswald.St,11135,Berlin-Schönholz,11448,5,,N,,1034
Berlin Greifswald.St,11135,Berlin-Schulzendorf,11452,16,,N,,1034
Berlin Greifswald.St,11135,Berlin Springpfuhl,11459,19,,A,,1034
Berlin Greifswald.St,11135,Berlin Storkower Str,11192,3,,N,,1034
Berlin Greifswald.St,11135,Berlin-Tegel,11475,12,,N,,1034
Berlin Greifswald.St,11135,Berlin-Waidmannslust,11478,11,,N,,1034
Berlin Greifswald.St,11135,Berlin-Wartenberg,11479,14,,N,,1034
Berlin Greifswald.St,11135,Berlin-Wilhelmshagen,11485,49,,A,,1034
Berlin Greifswald.St,11135,Berlin-Wilhelmsruh,11498,7,,N,,1034
Berlin Greifswald.St,11135,Berlin-Witten.(WhrD),11499,10,,N,,1034
Berlin Greifswald.St,11135,Berlin Wollankstr,11501,4,,N,,1034
Berlin Greifswald.St,11135,Berlin Wuhletal,11504,24,,A,,1034
Berlin Greifswald.St,11135,Berlin-Wuhlheide,11511,62,,A,,1034
Berlin Greifswald.St,11135,Bernau(b Berlin),13470,23,,N,,1034
Berlin Greifswald.St,11135,Bernau-Friedenstal,11521,21,,N,,1034
Berlin Greifswald.St,11135,Biesenthal,11188,33,,N,,1034
Berlin Greifswald.St,11135,Birkenstein,11526,30,,A,,1034
Berlin Greifswald.St,11135,Birkenwerder(b Bln),11195,21,,N,,1034
Berlin Greifswald.St,11135,Blumberg(b Berlin),11211,29,,A,,1034
Berlin Greifswald.St,11135,Borgsdorf,11527,24,,N,,1034
Berlin Greifswald.St,11135,Erkner,13477,47,,A,,1034
Berlin Greifswald.St,11135,Fangschleuse,11533,53,,A,,1034
Berlin Greifswald.St,11135,Fredersdorf(b Bln),11539,38,,A,,1034
Berlin Greifswald.St,11135,Golzow(Oderbruch),11672,91,,A,,1034
Berlin Greifswald.St,11135,Gorgast,11674,93,,A,,1034
Berlin Greifswald.St,11135,Groß Schönebeck,11734,50,,N,,1034
Berlin Greifswald.St,11135,Grüneberg,11776,42,,N,,1034
Berlin Greifswald.St,11135,Hangelsberg,11818,60,,A,,1034
Berlin Greifswald.St,11135,Hennigsdorf(b Bln),13483,21,,N,,1034
Berlin Greifswald.St,11135,Herrensee,11863,47,,A,,1034
Berlin Greifswald.St,11135,Hohen Neuendorf(Bln),11884,19,,N,,1034
Berlin Greifswald.St,11135,Hohen Neuendorf West,11885,24,,N,,1034
Berlin Greifswald.St,11135,Hoppegarten(Mark),11546,32,,A,,1034
Berlin Greifswald.St,11135,Klandorf,12015,46,,N,,1034
Berlin Greifswald.St,11135,Klosterfelde,12054,35,,N,,1034
Berlin Greifswald.St,11135,Kostrzyn(Gr),12626,99,,A,,1034
Berlin Greifswald.St,11135,Lehnitz,11547,27,,N,,1034
Berlin Greifswald.St,11135,Letschin,12205,92,,A,,1034
Berlin Greifswald.St,11135,Lottschesee,12255,38,,N,,1034
Berlin Greifswald.St,11135,Melchow,12329,36,,N,,1034
Berlin Greifswald.St,11135,Mühlenbeck-M.mühle,11552,18,,N,,1034
Berlin Greifswald.St,11135,Nassenheide,12413,36,,N,,1034
Berlin Greifswald.St,11135,Neuenhagen(b Berlin),11558,34,,A,,1034
Berlin Greifswald.St,11135,Neutrebbin,12475,101,,A,,1034
Berlin Greifswald.St,11135,Obersdorf,12537,65,,A,,1034
Berlin Greifswald.St,11135,Oranienburg,13487,29,,N,,1034
Berlin Greifswald.St,11135,Petershagen Nord,11562,40,,A,,1034
Berlin Greifswald.St,11135,Rehfelde,12735,49,,A,,1034
Berlin Greifswald.St,11135,Röntgental,11566,17,,N,,1034
Berlin Greifswald.St,11135,Rüdnitz,12819,28,,N,,1034
Berlin Greifswald.St,11135,Ruhlsdorf-Zerpenschl,12821,42,,N,,1034
Berlin Greifswald.St,11135,Sachsenhausen(Nordb),12831,31,,N,,1034
Berlin Greifswald.St,11135,Schönerlinde,12910,18,,N,,1034
Berlin Greifswald.St,11135,Schönfließ,11577,21,,N,,1034
Berlin Greifswald.St,11135,Schönwalde(Barnim),12920,21,,N,,1034
Berlin Greifswald.St,11135,Seefeld(Mark),12966,34,,A,,1034
Berlin Greifswald.St,11135,Seelow(Mark),12973,87,,A,,1034
Berlin Greifswald.St,11135,Seelow-Gusow,11788,79,,A,,1034
Berlin Greifswald.St,11135,Strausberg-Hegerm.,11581,46,,A,,1034
Berlin Greifswald.St,11135,Strausberg Nord,13064,52,,A,,1034
Berlin Greifswald.St,11135,Strausberg Stadt,11579,50,,A,,1034
Berlin Greifswald.St,11135,Trebnitz(Mark),13141,69,,A,,1034
Berlin Greifswald.St,11135,Wandlitz,13227,29,,N,,1034
Berlin Greifswald.St,11135,Wandlitzsee,13228,31,,N,,1034
Berlin Greifswald.St,11135,Wensickendorf,13278,31,,N,,1034
Berlin Greifswald.St,11135,Werneuchen,13285,39,,A,,1034
Berlin Greifswald.St,11135,Zepernick(Bernau),11589,19,,N,,1034
Berlin Greifswald.St,11135,Zühlsdorf,13429,28,,N,,1034
Berlin-Grünau,11274,Berlin Grünbg.allee,11275,8,,N,,1118
Berlin-Grünau,11274,Berlin Kölln.Heide,11313,10,,N,,1118
Berlin-Grünau,11274,Berlin-Lankwitz,11333,36,,A,,1118
Berlin-Grünau,11274,Berlin-Lichtenrade,11337,25,,N,,1118
Berlin-Grünau,11274,Berlin-Marienfelde,11345,29,,A,,1118
Berlin-Grünau,11274,Berlin-Oberspree,11365,8,,N,,1118
Berlin-Grünau,11274,Berlin Osdorfer Str.,11369,38,,A,,1118
Berlin-Grünau,11274,Berlin Plänterwald,11379,10,,N,,1118
Berlin-Grünau,11274,Berlin Priesterweg,11394,34,,A,,1118
Berlin-Grünau,11274,Berlin Schichauweg,11444,26,,N,,1118
Berlin-Grünau,11274,Berlin-Spindlersfeld,11457,10,,N,,1118
Berlin-Grünau,11274,Berlin Südende,11463,35,,A,,1118
Berlin-Grünau,11274,Dabendorf,11334,30,,N,,1118
Berlin-Grünau,11274,Dahlewitz,11340,20,,N,,1118
Berlin-Grünau,11274,Eichwalde,11530,5,,N,,1118
Berlin-Grünau,11274,Großbeeren,11740,35,,A,,1118
Berlin-Grünau,11274,Ludwigsfelde-Struves,12253,32,,N,,1118
Berlin-Grünau,11274,Mahlow,11551,22,,N,,1118
Berlin-Grünau,11274,Rangsdorf,12713,24,,N,,1118
Berlin-Grünau,11274,Saarmund,12845,38,,N,,1118
Berlin-Grünau,11274,Teltow,13100,39,,A,,1118
Berlin-Grünau,11274,Teltow Stadt,13107,42,,A,,1118
Berlin-Grünau,11274,Waßmannsdorf,13241,14,,N,,1118
Berlin-Grünau,11274,Wildau,11584,11,,N,,1118
Berlin-Grünau,11274,Zeuthen,11590,8,,N,,1118
Berlin Grünbg.allee,11275,Berlin Kölln.Heide,11313,12,,N,,1118
Berlin Grünbg.allee,11275,Berlin-Lankwitz,11333,44,,A,,1118
Berlin Grünbg.allee,11275,Berlin-Lichtenrade,11337,33,,A,,1118
Berlin Grünbg.allee,11275,Berlin-Marienfelde,11345,37,,A,,1118
Berlin Grünbg.allee,11275,Berlin-Oberspree,11365,10,,N,,1118
Berlin Grünbg.allee,11275,Berlin Osdorfer Str.,11369,46,,A,,1118
Berlin Grünbg.allee,11275,Berlin Plänterwald,11379,12,,N,,1118
Berlin Grünbg.allee,11275,Berlin Priesterweg,11394,42,,A,,1118
Berlin Grünbg.allee,11275,Berlin Schichauweg,11444,34,,A,,1118
Berlin Grünbg.allee,11275,Berlin-Spindlersfeld,11457,12,,N,,1118
Berlin Grünbg.allee,11275,Berlin Südende,11463,43,,A,,1118
Berlin Grünbg.allee,11275,Dabendorf,11334,38,,A,,1118
Berlin Grünbg.allee,11275,Dahlewitz,11340,28,,A,,1118
Berlin Grünbg.allee,11275,Eichwalde,11530,13,,N,,1118
Berlin Grünbg.allee,11275,Großbeeren,11740,43,,A,,1118
Berlin Grünbg.allee,11275,Ludwigsfelde-Struves,12253,40,,A,,1118
Berlin Grünbg.allee,11275,Mahlow,11551,30,,A,,1118
Berlin Grünbg.allee,11275,Rangsdorf,12713,32,,A,,1118
Berlin Grünbg.allee,11275,Saarmund,12845,46,,A,,1118
Berlin Grünbg.allee,11275,Teltow,13100,47,,A,,1118
Berlin Grünbg.allee,11275,Teltow Stadt,13107,50,,A,,1118
Berlin Grünbg.allee,11275,Waßmannsdorf,13241,22,,A,,1118
Berlin Grünbg.allee,11275,Wildau,11584,19,,N,,1118
Berlin Grünbg.allee,11275,Zeuthen,11590,16,,N,,1118
Berlin-Grunewald,11276,Berlin-Lichterf.West,11338,17,,A,,176
Berlin-Grunewald,11276,Berlin Mexikoplatz,11353,12,,N,,176
Berlin-Grunewald,11276,Berlin-Nikolassee,11359,8,,N,,176
Berlin-Grunewald,11276,Berlin Rath.Steglitz,11432,20,,A,,176
Berlin-Grunewald,11276,Berlin-Schlachtensee,11445,10,,N,,176
Berlin-Grunewald,11276,Berlin Sundgauer Str,11467,15,,N,,176
Berlin-Grunewald,11276,Berlin-Zehlendorf,11514,14,,N,,176
Berlin Hackescher M.,11158,Berlin Jannowitzbr.,11159,2,,N,,1005
Berlin Hackescher M.,11158,Berlin Ostkreuz,11162,6,,N,,1005
Berlin Hackescher M.,11158,Berlin Warschauer St,11165,5,,N,,1005
Berlin-Halensee,11204,Berlin Botanischer G,11240,10,,N,,176
Berlin-Halensee,11204,Berlin Feuerbachstr.,11249,7,,N,,176
Berlin-Halensee,11204,Berlin-Friedenau,11259,6,,N,,176
Berlin-Halensee,11204,Berlin-Grunewald,11276,28,,A,,176
Berlin-Halensee,11204,Berlin-Lichterf.West,11338,11,,N,,176
Berlin-Halensee,11204,Berlin Mexikoplatz,11353,16,,A,,176
Berlin-Halensee,11204,Berlin-Nikolassee,11359,20,,A,,176
Berlin-Halensee,11204,Berlin Rath.Steglitz,11432,8,,N,,176
Berlin-Halensee,11204,Berlin-Schlachtensee,11445,18,,A,,176
Berlin-Halensee,11204,Berlin Sundgauer Str,11467,13,,N,,176
Berlin-Halensee,11204,Berlin-Zehlendorf,11514,14,,N,,176
Berlin Hbf,11160,Berlin Botanischer G,11240,13,,N,,176
Berlin Hbf,11160,Berlin Brandenbg.Tor,11193,4,,A,,176
Berlin Hbf,11160,Berlin Feuerbachstr.,11249,10,,N,,176
Berlin Hbf,11160,Berlin-Friedenau,11259,9,,N,,176
Berlin Hbf,11160,Berlin-Grunewald,11276,31,,A,,176
Berlin Hbf,11160,Berlin-Halensee,11204,13,,A,,176
Berlin Hbf,11160,Berlin Jungfernheide,11167,6,,N,,489
Berlin Hbf,11160,Berlin-Lichterf.West,11338,14,,N,,176
Berlin Hbf,11160,Berlin Messe N/ZOB,11166,9,,N,,489
Berlin Hbf,11160,Berlin Mexikoplatz,11353,19,,N,,176
Berlin Hbf,11160,Berlin-Nikolassee,11359,23,,A,,176
Berlin Hbf,11160,Berlin Rath.Steglitz,11432,11,,N,,176
Berlin Hbf,11160,Berlin Savignyplatz,11163,5,,N,,490
Berlin Hbf,11160,Berlin-Schlachtensee,11445,21,,A,,176
Berlin Hbf,11160,Berlin Sundgauer Str,11467,16,,N,,176
Berlin Hbf,11160,Berlin-Tiergarten,11164,3,,N,,490
Berlin Hbf,11160,Berlin-Wedding,11220,3,,N,,489
Berlin Hbf,11160,Berlin Westend,11196,8,,N,,489
Berlin Hbf,11160,Berlin Westhafen,11197,3,,N,,489
Berlin Hbf,11160,Berlin Yorckstraße,11198,6,,N,,176
Berlin Hbf,11160,Berlin-Zehlendorf,11514,17,,N,,176
Berlin Heerstraße,11279,Berlin MesseS(Eichk),11350,1,,N,,1093
Berlin Heerstraße,11279,Berlin Olympiastad.,11367,2,,N,,1093
Berlin Heerstraße,11279,Berlin-Pichelsberg,11375,3,,N,,1093
Berlin Heerstraße,11279,Berlin-Stresow,11461,6,,N,,1093
Berlin Heidelberg.Pl,11136,Berlin Botanischer G,11240,8,,N,,176
Berlin Heidelberg.Pl,11136,Berlin Brandenbg.Tor,11193,9,,N,,176
Berlin Heidelberg.Pl,11136,Berlin Feuerbachstr.,11249,5,,N,,176
Berlin Heidelberg.Pl,11136,Berlin-Friedenau,11259,4,,N,,176
Berlin Heidelberg.Pl,11136,Berlin-Grunewald,11276,26,,A,,176
Berlin Heidelberg.Pl,11136,Berlin-Halensee,11204,2,,N,,176
Berlin Heidelberg.Pl,11136,Berlin Hbf,11160,11,,N,,176
Berlin Heidelberg.Pl,11136,Berlin Hohenzollernd,11145,1,,N,,176
Berlin Heidelberg.Pl,11136,Berlin Innsbrucker P,11148,2,,N,,176
Berlin Heidelberg.Pl,11136,Berlin-Lichterf.West,11338,9,,N,,176
Berlin Heidelberg.Pl,11136,Berlin Mexikoplatz,11353,14,,N,,176
Berlin Heidelberg.Pl,11136,Berlin-Nikolassee,11359,18,,A,,176
Berlin Heidelberg.Pl,11136,Berlin Rath.Steglitz,11432,6,,N,,176
Berlin Heidelberg.Pl,11136,Berlin-Schlachtensee,11445,16,,A,,176
Berlin Heidelberg.Pl,11136,Berlin Sundgauer Str,11467,11,,N,,176
