Von,IBNR,Nach,IBNR,Tarifkilometer,Bus,Außenherum,Ausschlussstrecke,Region
Füssen,2156,Marktoberdorf Nord,3889,31,,N,,59
Füssen,2156,Marktoberdorf Schule,3877,29,,N,,59
Füssen,2156,Ruderatshofen,5203,41,,N,,59
Füssen,2156,Seeg,5505,13,,N,,59
Füssen,2156,Weizern-Hopferau,6309,8,,N,,59
Füssen,2156,Wildpoldsried,6438,65,,N,,59
Fußgönheim,2157,Gönnheim,2327,8,,N,,133
Fußgönheim,2157,Haßloch(Pfalz),2632,33,,N,,133
Fußgönheim,2157,Herxheim a B,2798,21,,N,,133
Fußgönheim,2157,Kirchheim(Weinstr),3285,24,,N,,133
Fußgönheim,2157,Lambsheim,3498,26,,N,,133
Fußgönheim,2157,Ludwigshafen-Oggersh,3766,39,,A,,133
Fußgönheim,2157,Maxdorf,3908,3,,N,,133
Fußgönheim,2157,Mußbach,4189,24,,N,,133
Fußgönheim,2157,Neustadt-Böbig,4489,26,,N,,133
Fußgönheim,2157,Oggersheim RNV,4659,12,,N,,133
Fußgönheim,2157,Ruchheim,5204,7,,N,,133
Fußgönheim,2157,Wachenheim(Pfalz),6125,15,,N,,133
Fußgönheim,2157,Weisenheim(Sand),6292,23,,N,,133
Gablingen,2162,Gersthofen,2256,5,,N,,413
Gablingen,2162,Gessertshausen,2263,23,,N,,413
Gablingen,2162,Gumpenweiler,2464,40,,N,,413
Gablingen,2162,Haupeltshofen,2651,95,,A,,413
Gablingen,2162,Hausen(Schwab),2664,83,,A,,413
Gablingen,2162,Herbertshofen,2761,7,,N,,413
Gablingen,2162,Hirschfelden,2856,109,,A,,413
Gablingen,2162,Hochwang,2881,122,,A,,413
Gablingen,2162,Ichenhausen,3038,120,,A,,413
Gablingen,2162,Jettingen,3123,49,,N,,413
Gablingen,2162,Kleinkötz,3326,125,,A,,413
Gablingen,2162,Krumbach(Schwab),3457,104,,A,,413
Gablingen,2162,Kutzenhausen,3483,26,,N,,413
Gablingen,2162,Langenneufnach,3547,37,,N,,413
Gablingen,2162,Langweid(Lech),3560,3,,N,,413
Gablingen,2162,Loppenhausen,3749,93,,A,,413
Gablingen,2162,Margertshausen,3858,26,,N,,413
Gablingen,2162,Markt Wald,3880,50,,N,,413
Gablingen,2162,Meitingen,3952,9,,N,,413
Gablingen,2162,Mertingen Bahnhof,3989,22,,N,,413
Gablingen,2162,Mindelaltheim,4030,56,,N,,413
Gablingen,2162,Mittelneufnach,4038,47,,N,,413
Gablingen,2162,Nassenbeuren,4207,80,,A,,413
Gablingen,2162,Neuburg(Kammel),4256,110,,A,,413
Gablingen,2162,Neusäß,4318,12,,N,,413
Gablingen,2162,Niederraunau,4401,100,,A,,413
Gablingen,2162,Nordendorf,4451,14,,N,,413
Gablingen,2162,Oberneufnach,4566,49,,N,,413
Gablingen,2162,Offingen,4654,59,,N,,413
Gablingen,2162,Pfaffenhausen,4780,86,,A,,413
Gablingen,2162,Rammingen(Bay),4927,68,,A,,413
Gablingen,2162,Sontheim(Schwab),5607,90,,A,,413
Gablingen,2162,Stetten(Schwab),5725,82,,A,,413
Gablingen,2162,Türkheim(Bay)Markt,5921,63,,N,,413
Gablingen,2162,Unterrammingen,6007,70,,A,,413
Gablingen,2162,Walkertshofen,6174,41,,N,,413
Gablingen,2162,Wasserburg(Günz),6219,128,,A,,413
Gablingen,2162,Weilbach(Unterallg),6279,88,,A,,413
Gablingen,2162,Westendorf,6363,12,,N,,413
Gablingen,2162,Westheim(Schwab),6378,14,,N,,413
Gablingen,2162,Wiedergeltingen,6395,71,,A,,413
Gablingen,2162,Wollmetshofen,6556,34,,N,,413
Gadebusch,11592,Groß Brütz,11718,12,,N,,367
Gadebusch,11592,Holdorf(Meckl),11908,6,,N,,367
Gadebusch,11592,Lützow,12274,7,,N,,367
Gadebusch,11592,Rehna,12737,10,,N,,367
Gadebusch,11592,Schwerin-Lankow,12953,21,,N,,367
Gadebusch,11592,Schwerin-Margareten.,12960,20,,N,,367
Gadebusch,11592,Schwerin-Warnitz,12954,19,,N,,367
Gädheim,2163,Haßfurt,2630,11,x,N,,19
Gädheim,2163,Haßfurt Gymnasium,2631,12,x,N,,19
Gädheim,2163,Hofheim(Unterfr),2936,27,x,N,,19
Gädheim,2163,Junkersdorf(b Hofh),3140,22,x,N,,19
Gädheim,2163,Königsberg(Bay),3377,19,x,N,,19
Gädheim,2163,Oberhaid,4533,37,,N,,19
Gädheim,2163,Obertheres,4591,6,x,N,,19
Gädheim,2163,Rügheim,5215,25,x,N,,19
Gädheim,2163,Schonungen,5400,5,x,N,,19
Gädheim,2163,Schweinfurt Mitte,5479,12,,N,,19
Gädheim,2163,Schweinfurt Stadt,5481,11,,N,,19
Gädheim,2163,Staffelbach,5669,31,,N,,19
Gädheim,2163,Stettfeld(Unterfr),5727,28,,N,,19
Gädheim,2163,Untertheres,6020,4,x,N,,19
Gädheim,2163,Zeil,6635,18,,N,,19
Gaggenau Bf,2167,Bad Rotenfels Bf,5183,2,,N,,198
Gaggenau Bf,2167,Bad Rotenfels Schl.,5186,3,,N,,198
Gaggenau Bf,2167,Bad Rotenfels Weinbr,5187,1,,N,,198
Gaggenau Bf,2167,Gaggenau Mercedes-B.,6733,1,,N,,198
Gaggenau Bf,2167,Gausbach,2197,15,,N,,198
Gaggenau Bf,2167,Gernsbach Bf,2248,5,,N,,198
Gaggenau Bf,2167,Gernsbach Mitte,2250,7,,N,,198
Gaggenau Bf,2167,Heselbach,2808,34,,N,,198
Gaggenau Bf,2167,Hilpertsau,2837,9,,N,,198
Gaggenau Bf,2167,Hörden,2910,3,,N,,198
Gaggenau Bf,2167,Huzenbach,3034,29,,N,,198
Gaggenau Bf,2167,Kirschbaumwasen,3289,23,,N,,198
Gaggenau Bf,2167,Klosterreichenbach,3343,36,,N,,198
Gaggenau Bf,2167,Kuppenheim,3480,7,,N,,198
Gaggenau Bf,2167,Langenbrand,3532,13,,N,,198
Gaggenau Bf,2167,Obertsrot,4594,8,,N,,198
Gaggenau Bf,2167,Ottenau,4722,2,,N,,198
Gaggenau Bf,2167,Rastatt Beinle,4944,10,,N,,198
Gaggenau Bf,2167,Raumünzach,4961,20,,N,,198
Gaggenau Bf,2167,Röt,5135,32,,N,,198
Gaggenau Bf,2167,Schönmünzach,5409,26,,N,,198
Gaggenau Bf,2167,Schwarzenberg,6715,27,,N,,198
Gaggenau Bf,2167,Weisenbach,6291,10,,N,,198
Gaildorf West,2168,Murrhardt,4188,15,,N,,543
Gaildorf West,2168,Oppenweiler(Württ),4681,25,,N,,543
Gaildorf West,2168,Sulzbach(Murr),5795,21,,N,,543
Gaimersheim,2171,Feucht-Moosbach,2520,121,,N,,314
Gaimersheim,2171,Grafenwöhr,6697,232,,A,,314
Gaimersheim,2171,Gundelshausen,2468,164,,A,,314
Gaimersheim,2171,Happurg,2578,157,,A,,314
Gaimersheim,2171,Hartmannshof,2612,166,,A,,314
Gaimersheim,2171,Hedersdorf,2678,179,,A,,314
Gaimersheim,2171,Henfenfeld,2751,152,,A,,314
Gaimersheim,2171,Hersbruck(l Pegnitz),2793,155,,A,,314
Gaimersheim,2171,Hersbruck(r Pegnitz),2794,166,,A,,314
Gaimersheim,2171,Hohenstadt(Mittelfr),2956,172,,A,,314
Gaimersheim,2171,Ingolstadt Audi,3074,3,,N,,314
Gaimersheim,2171,Ingolstadt Nord,3076,6,,N,,314
Gaimersheim,2171,Kelheim,3223,178,,A,,314
Gaimersheim,2171,Kemnath-Neustadt,3229,251,,A,,314
Gaimersheim,2171,Kinding(Altmühltal),3256,42,,N,,314
Gaimersheim,2171,Kirchenthumbach,3273,216,,A,,314
Gaimersheim,2171,Laaber,3485,136,,A,,314
Gaimersheim,2171,Lauf(links Pegnitz),3580,144,,A,,314
Gaimersheim,2171,Lauf(rechts Pegnitz),3581,177,,A,,314
Gaimersheim,2171,Lauf West,3587,143,,A,,314
Gaimersheim,2171,Ludersheim,3762,126,,N,,314
Gaimersheim,2171,Ludwigshöhe,3768,179,,A,,314
Gaimersheim,2171,Mausheim,3921,125,,A,,314
Gaimersheim,2171,Mimberg,4028,110,,N,,314
Gaimersheim,2171,Mühlhausen(Sulz),4108,80,,N,,314
Gaimersheim,2171,Münchsmünster,4165,202,,A,,314
Gaimersheim,2171,Neuenreuth(b Creuß),4275,223,,A,,314
Gaimersheim,2171,Neuhaus(Pegnitz),4284,189,,A,,314
Gaimersheim,2171,Neumarkt(Oberpf),4305,92,,N,,314
Gaimersheim,2171,Neunkirchen a Sand,4310,173,,A,,314
Gaimersheim,2171,Neustadt(Donau),4326,195,,A,,314
Gaimersheim,2171,Nürnberg-Dürrenhof,4442,128,,A,,314
Gaimersheim,2171,Nürnberg-Dutzendt.,4476,125,,A,,314
Gaimersheim,2171,Nürnberg-Erlensteg.,4478,188,,A,,314
Gaimersheim,2171,Nürnberg Frankensta,4493,124,,A,,314
Gaimersheim,2171,Nürnberg-Gleißh.,5304,127,,A,,314
Gaimersheim,2171,Nürnberg-Laufamholz,4480,134,,A,,314
Gaimersheim,2171,Nürnberg-Mögeldorf,4481,131,,A,,314
Gaimersheim,2171,Nürnberg Ost,4471,190,,A,,314
Gaimersheim,2171,Nürnberg Ostring,4470,130,,A,,314
Gaimersheim,2171,Nürnberg-Rehhof,4491,133,,A,,314
Gaimersheim,2171,Oberferrieden,4529,105,,N,,314
Gaimersheim,2171,Ochenbruck,4609,112,,N,,314
Gaimersheim,2171,Ottensoos,4725,148,,A,,314
Gaimersheim,2171,Pappenheim,4753,41,,N,,314
Gaimersheim,2171,Parsberg,4755,119,,A,,314
Gaimersheim,2171,Pegnitz,4759,205,,A,,314
Gaimersheim,2171,Plankstetten,4831,69,,N,,314
Gaimersheim,2171,Poikam,4853,166,,A,,314
Gaimersheim,2171,Pollanten,4856,76,,N,,314
Gaimersheim,2171,Pölling,4847,96,,N,,314
Gaimersheim,2171,Pommelsbrunn,4858,161,,A,,314
Gaimersheim,2171,Postbauer-Heng,4875,102,,N,,314
Gaimersheim,2171,Pressath,4880,239,,A,,314
Gaimersheim,2171,Rebdorf-Hofmühle,4966,21,,N,,314
Gaimersheim,2171,Regensburg-Prüfen.,4983,152,,A,,314
Gaimersheim,2171,Reichenschwand,5005,169,,A,,314
Gaimersheim,2171,Rollhofen,5154,176,,A,,314
Gaimersheim,2171,Röthenbach(Pegnitz),5140,138,,A,,314
Gaimersheim,2171,Röthenbach-Seespitz,5142,141,,A,,314
Gaimersheim,2171,Röthenbach-Steinb,5141,140,,A,,314
Gaimersheim,2171,Rückersdorf(Mfr),5209,181,,A,,314
Gaimersheim,2171,Rupprechtstegen,5231,183,,A,,314
Gaimersheim,2171,Saal(Donau),5238,174,,A,,314
Gaimersheim,2171,Schnaittach Markt,5383,178,,A,,314
Gaimersheim,2171,Schwaig,5451,136,,A,,314
Gaimersheim,2171,Schwarzenbach(b Pre),5465,245,,A,,314
Gaimersheim,2171,Sengenthal,5533,87,,N,,314
Gaimersheim,2171,Seubersdorf,5543,112,,N,,314
Gaimersheim,2171,Simmelsdorf-Hüttenb,5572,182,,A,,314
Gaimersheim,2171,Sinzing,5581,155,,A,,314
Gaimersheim,2171,Solnhofen,5593,35,,N,,314
Gaimersheim,2171,Speikern,5625,174,,A,,314
Gaimersheim,2171,Tauberfeld,5828,8,,N,,314
Gaimersheim,2171,Trabitz,5890,245,,A,,314
Gaimersheim,2171,Undorf,5966,143,,A,,314
Gaimersheim,2171,Velden(b Hersbruck),6067,186,,A,,314
Gaimersheim,2171,Vohburg-Rockolding,6101,208,,A,,314
Gaimersheim,2171,Vorra(Pegnitz),6120,178,,A,,314
Gaimersheim,2171,Wasserzell(b Eichst),6224,19,,N,,314
Gaimersheim,2171,Winkelhaid,6476,124,,N,,314
Galgenschanze,2175,Annweiler-Sarnstall,5257,57,,N,,253
Galgenschanze,2175,Godramstein,2300,69,,A,,253
Galgenschanze,2175,Hassel(Saar),2625,70,,A,,253
Galgenschanze,2175,Hauenstein(Pfalz),2649,48,,N,,253
Galgenschanze,2175,Hauenstein Mitte,2648,49,,N,,253
Galgenschanze,2175,Hinterweidenthal,2847,41,,N,,253
Galgenschanze,2175,Hinterweidenthal Ort,2849,45,,N,,253
Galgenschanze,2175,Hinterweidenthal Ost,2846,43,,N,,253
Galgenschanze,2175,Hohenecken,2943,4,,N,,253
Galgenschanze,2175,Höhmühlbach,2895,35,,N,,253
Galgenschanze,2175,Landau(Pfalz)Süd,3507,73,,A,,253
Galgenschanze,2175,Landau(Pfalz)West,3508,72,,A,,253
Galgenschanze,2175,Münchweiler(Rodalb),4166,37,,N,,253
Galgenschanze,2175,Pirmasens Hbf,4822,34,,N,,253
Galgenschanze,2175,Rieschweiler,5094,36,,N,,253
Galgenschanze,2175,Rinnthal,5103,56,,N,,253
Galgenschanze,2175,Rodalben,5113,30,,N,,253
Galgenschanze,2175,Schopp,5423,11,,N,,253
Galgenschanze,2175,Siebeldingen-Birkw.,5551,66,,A,,253
Galgenschanze,2175,Stambach,5673,42,,N,,253
Galgenschanze,2175,Steinalben,5689,17,,N,,253
Galgenschanze,2175,Thaleischweiler-Fr.,5843,30,,N,,253
Galgenschanze,2175,Waldfischbach,6156,22,,N,,253
Galgenschanze,2175,Wilgartswiesen,6441,52,,N,,253
Galgenschanze,2175,Würzbach(Saar),6581,67,,A,,253
Galgenschanze,2175,Zweibrücken Hbf,6680,52,,N,,253
Galgenschanze,2175,Zweibrücken-Roseng.,6682,47,,N,,253
Gambach(Main),2176,Himmelstadt,2845,11,,N,,17
Gambach(Main),2176,Karlstadt(Main),3189,5,x,N,,17
Gambach(Main),2176,Retzbach-Zellingen,5049,13,,N,,17
Gambach(Main),2176,Thüngersheim,5864,17,,N,,17
Gambach(Main),2176,Veitshöchheim,6065,23,,N,,17
Gambach(Main),2176,Wernfeld,6349,5,x,N,,17
Gambach(Main),2176,Würzburg-Zell,6586,26,,N,,17
Gamburg(Tauber),2177,Hochhausen(Tauber),2871,7,,N,,468
Gamburg(Tauber),2177,Niklashausen,4437,2,,N,,468
Gamburg(Tauber),2177,Reicholzheim,5011,8,,N,,468
Gamburg(Tauber),2177,Tauberbischofsheim,5827,12,,N,,468
Gammertingen,2178,Engstingen,3322,19,,N,,399
Gammertingen,2178,Engstingen Schulzen.,3335,17,,N,,399
Gammertingen,2178,Gammertingen Eurost.,2181,1,,N,,399
Gammertingen,2178,Gauselfingen,2199,7,,N,,399
Gammertingen,2178,Gerhausen,2242,69,,N,,399
Gammertingen,2178,Gomadingen,2361,28,,N,,399
Gammertingen,2178,Haidkapelle,2525,15,,N,,399
Gammertingen,2178,Haigerloch,2522,46,,N,,399
Gammertingen,2178,Hanfertal,2577,21,,N,,399
Gammertingen,2178,Hausen i Tal,2656,99,,A,,399
Gammertingen,2178,Hausen-Starzeln,2603,15,,N,,399
Gammertingen,2178,Hechingen,2673,27,,N,,399
Gammertingen,2178,Hermentingen,2777,7,,N,,399
Gammertingen,2178,Herrlingen,2789,77,,N,,399
Gammertingen,2178,Hettingen(Hohenz),2818,5,,N,,399
Gammertingen,2178,Hochdorf(Riß),2870,143,,A,,399
Gammertingen,2178,Hütten,3017,54,,N,,399
Gammertingen,2178,Inzigkofen,6729,85,,A,,399
Gammertingen,2178,Jungingen(Hohenz),3134,19,,N,,399
Gammertingen,2178,Jungnau,3138,16,,N,,399
Gammertingen,2178,Kiebingen,3248,72,,A,,399
Gammertingen,2178,Killer,3261,17,,N,,399
Gammertingen,2178,Kohlstetten,3405,23,,N,,399
Gammertingen,2178,Laupheim Stadt,3591,169,,A,,399
Gammertingen,2178,Laupheim West,3592,167,,A,,399
Gammertingen,2178,Mägerkingen,3805,5,,N,,399
Gammertingen,2178,Marbach(b Münsing.),3861,31,,N,,399
Gammertingen,2178,Marbach-Grafeneck,3851,32,,N,,399
Gammertingen,2178,Mössingen,4070,36,,N,,399
Gammertingen,2178,Mühlen(b Horb),4104,61,,N,,399
Gammertingen,2178,Mühlheim(b Tuttl),4111,114,,A,,399
Gammertingen,2178,Mühringen,4069,52,,N,,399
Gammertingen,2178,Munderkingen,4182,84,,A,,399
Gammertingen,2178,Münsingen,4170,38,,N,,399
Gammertingen,2178,Nehren,4229,39,,N,,399
Gammertingen,2178,Nendingen(b Tuttl),4235,117,,A,,399
Gammertingen,2178,Neufra(Hohenz),4281,4,,N,,399
Gammertingen,2178,Offenhausen,4602,26,,N,,399
Gammertingen,2178,Orsenhausen-Bußm.,4684,179,,A,,399
Gammertingen,2178,Rangendingen,4943,34,,N,,399
Gammertingen,2178,Rechtenstein,4968,91,,A,,399
Gammertingen,2178,Riedlingen,5087,105,,A,,399
Gammertingen,2178,Rot(b Laupheim),5180,177,,A,,399
Gammertingen,2178,Rottenacker,5195,80,,A,,399
Gammertingen,2178,Rottenburg(Neckar),5197,69,,A,,399
Gammertingen,2178,Schelklingen,5333,62,,N,,399
Gammertingen,2178,Schemmerberg,5334,162,,A,,399
Gammertingen,2178,Schlatt(Hohenz),5358,22,,N,,399
Gammertingen,2178,Schmiechen,5379,64,,N,,399
Gammertingen,2178,Schwendi,5487,183,,A,,399
Gammertingen,2178,Sondernach,5601,53,,N,,399
Gammertingen,2178,Stetten(Donau),5723,115,,A,,399
Gammertingen,2178,Stetten(Haigerloch),5728,43,,N,,399
Gammertingen,2178,Storzingen,5747,76,,A,,399
Gammertingen,2178,Straßberg-Winterl.,5750,68,,A,,399
Gammertingen,2178,Thiergarten(Hohenz),5860,92,,A,,399
Gammertingen,2178,Trochtelfingen,5914,8,,N,,399
Gammertingen,2178,Trochtelfingen Alb,5915,10,,N,,399
Gammertingen,2178,Tübingen-Derending.,5917,50,,N,,399
Gammertingen,2178,Tuttlingen Nord,5926,121,,A,,399
Gammertingen,2178,Tuttlingen Zentrum,5936,122,,A,,399
Gammertingen,2178,Ulm-Donautal,5954,186,,A,,399
Gammertingen,2178,Ulm-Söflingen,5955,82,,N,,399
Gammertingen,2178,Ummendorf,5960,148,,A,,399
Gammertingen,2178,Veringendorf,6074,13,,N,,399
Gammertingen,2178,Veringenstadt,6075,10,,N,,399
Gammertingen,2178,Warthausen,6212,155,,A,,399
Gammertingen Eurost.,2181,Engstingen,3322,20,,N,,399
Gammertingen Eurost.,2181,Engstingen Schulzen.,3335,18,,N,,399
Gammertingen Eurost.,2181,Gauselfingen,2199,6,,N,,399
Gammertingen Eurost.,2181,Gerhausen,2242,70,,N,,399
Gammertingen Eurost.,2181,Gomadingen,2361,29,,N,,399
Gammertingen Eurost.,2181,Haidkapelle,2525,16,,N,,399
Gammertingen Eurost.,2181,Haigerloch,2522,45,,N,,399
Gammertingen Eurost.,2181,Hanfertal,2577,22,,N,,399
Gammertingen Eurost.,2181,Hausen i Tal,2656,98,,A,,399
Gammertingen Eurost.,2181,Hausen-Starzeln,2603,14,,N,,399
Gammertingen Eurost.,2181,Hechingen,2673,26,,N,,399
Gammertingen Eurost.,2181,Hermentingen,2777,8,,N,,399
Gammertingen Eurost.,2181,Herrlingen,2789,78,,N,,399
Gammertingen Eurost.,2181,Hettingen(Hohenz),2818,6,,N,,399
Gammertingen Eurost.,2181,Hochdorf(Riß),2870,144,,A,,399
Gammertingen Eurost.,2181,Hütten,3017,55,,N,,399
Gammertingen Eurost.,2181,Inzigkofen,6729,84,,A,,399
Gammertingen Eurost.,2181,Jungingen(Hohenz),3134,18,,N,,399
Gammertingen Eurost.,2181,Jungnau,3138,17,,N,,399
Gammertingen Eurost.,2181,Kiebingen,3248,71,,A,,399
Gammertingen Eurost.,2181,Killer,3261,16,,N,,399
Gammertingen Eurost.,2181,Kohlstetten,3405,24,,N,,399
Gammertingen Eurost.,2181,Laupheim Stadt,3591,170,,A,,399
Gammertingen Eurost.,2181,Laupheim West,3592,168,,A,,399
Gammertingen Eurost.,2181,Mägerkingen,3805,6,,N,,399
Gammertingen Eurost.,2181,Marbach(b Münsing.),3861,32,,N,,399
Gammertingen Eurost.,2181,Marbach-Grafeneck,3851,33,,N,,399
Gammertingen Eurost.,2181,Mössingen,4070,35,,N,,399
Gammertingen Eurost.,2181,Mühlen(b Horb),4104,60,,N,,399
Gammertingen Eurost.,2181,Mühlheim(b Tuttl),4111,113,,A,,399
Gammertingen Eurost.,2181,Mühringen,4069,51,,N,,399
Gammertingen Eurost.,2181,Munderkingen,4182,85,,A,,399
Gammertingen Eurost.,2181,Münsingen,4170,39,,N,,399
Gammertingen Eurost.,2181,Nehren,4229,38,,N,,399
Gammertingen Eurost.,2181,Nendingen(b Tuttl),4235,116,,A,,399
Gammertingen Eurost.,2181,Neufra(Hohenz),4281,3,,N,,399
Gammertingen Eurost.,2181,Offenhausen,4602,27,,N,,399
Gammertingen Eurost.,2181,Orsenhausen-Bußm.,4684,180,,A,,399
Gammertingen Eurost.,2181,Rangendingen,4943,33,,N,,399
Gammertingen Eurost.,2181,Rechtenstein,4968,92,,A,,399
Gammertingen Eurost.,2181,Riedlingen,5087,106,,A,,399
Gammertingen Eurost.,2181,Rot(b Laupheim),5180,178,,A,,399
Gammertingen Eurost.,2181,Rottenacker,5195,81,,A,,399
Gammertingen Eurost.,2181,Rottenburg(Neckar),5197,68,,A,,399
Gammertingen Eurost.,2181,Schelklingen,5333,63,,N,,399
Gammertingen Eurost.,2181,Schemmerberg,5334,163,,A,,399
Gammertingen Eurost.,2181,Schlatt(Hohenz),5358,21,,N,,399
Gammertingen Eurost.,2181,Schmiechen,5379,65,,N,,399
Gammertingen Eurost.,2181,Schwendi,5487,184,,A,,399
Gammertingen Eurost.,2181,Sondernach,5601,54,,N,,399
Gammertingen Eurost.,2181,Stetten(Donau),5723,114,,A,,399
Gammertingen Eurost.,2181,Stetten(Haigerloch),5728,42,,N,,399
Gammertingen Eurost.,2181,Storzingen,5747,75,,A,,399
Gammertingen Eurost.,2181,Straßberg-Winterl.,5750,67,,A,,399
Gammertingen Eurost.,2181,Thiergarten(Hohenz),5860,91,,A,,399
Gammertingen Eurost.,2181,Trochtelfingen,5914,9,,N,,399
Gammertingen Eurost.,2181,Trochtelfingen Alb,5915,11,,N,,399
Gammertingen Eurost.,2181,Tübingen-Derending.,5917,49,,N,,399
Gammertingen Eurost.,2181,Tuttlingen Nord,5926,120,,A,,399
Gammertingen Eurost.,2181,Tuttlingen Zentrum,5936,121,,A,,399
Gammertingen Eurost.,2181,Ulm-Donautal,5954,187,,A,,399
Gammertingen Eurost.,2181,Ulm-Söflingen,5955,83,,N,,399
Gammertingen Eurost.,2181,Ummendorf,5960,149,,A,,399
Gammertingen Eurost.,2181,Veringendorf,6074,14,,N,,399
Gammertingen Eurost.,2181,Veringenstadt,6075,11,,N,,399
Gammertingen Eurost.,2181,Warthausen,6212,156,,A,,399
Ganderkesee,2179,Goldenstedt(Oldb),2320,31,,N,,396
Ganderkesee,2179,Holdorf(Oldb),2962,63,,N,,396
Ganderkesee,2179,Lohne(Oldb),3738,51,,N,,396
Ganderkesee,2179,Lutten,3800,36,,N,,396
Ganderkesee,2179,Mühlen(Oldb),4105,56,,N,,396
Ganderkesee,2179,Neuenkirchen(Oldb),4271,72,,N,,396
Ganderkesee,2179,Rechterfeld,4970,27,,N,,396
Ganderkesee,2179,Rieste,5096,76,,N,,396
Ganderkesee,2179,Steinfeld(Oldb),5703,59,,N,,396
Ganderkesee,2179,Vechta,6061,43,,N,,396
Ganderkesee,2179,Wildeshausen,6436,20,,N,,396
Gangloffsömmern,11594,Gräfentonna,11687,37,,N,,358
Gangloffsömmern,11594,Greußen,11700,5,,N,,358
Gangloffsömmern,11594,Hohenebra Ort,11891,20,,N,,358
Gangloffsömmern,11594,Niederspier,12500,16,,N,,358
Gangloffsömmern,11594,Ringleben-Gebesee,12769,10,,N,,358
Gangloffsömmern,11594,Walschleben,13221,14,,N,,358
Gangloffsömmern,11594,Wasserthaleben,13244,10,,N,,358
Garbenteich,2182,Gettenau-Bingenheim,2265,39,,N,,325
Garbenteich,2182,Häuserhof,2501,45,,A,,325
Garbenteich,2182,Langsdorf(Oberhess),3558,11,,N,,325
Garbenteich,2182,Lich(Oberhess),3673,7,,N,,325
Garbenteich,2182,Melbach,3953,30,,N,,325
Garbenteich,2182,Ober-Widdersheim,4499,20,,N,,325
Garbenteich,2182,Reichelsheim(Wett),4995,36,,N,,325
Garbenteich,2182,Trais-Horloff,5891,17,,N,,325
Garbenteich,2182,Watzenborn-Steinberg,6229,2,,N,,325
Garbenteich,2182,Weckesheim,6232,34,,N,,325
Garbenteich,2182,Wölfersheim-Södel,6529,28,,N,,325
Garching(Alz),2184,Gendorf,2234,22,,N,,49
Garching(Alz),2184,Heiligenstatt(Obb),2703,11,,N,,49
Garching(Alz),2184,Hörpolding,2914,20,,N,,49
Garching(Alz),2184,Kastl(Oberbay),3205,21,,N,,49
Garching(Alz),2184,Kirchanschöring,3263,30,,N,,49
Garching(Alz),2184,Kirchweidach,3291,8,,N,,49
Garching(Alz),2184,Laufen(Oberbay),3584,38,,N,,49
Garching(Alz),2184,Matzing,3912,24,,N,,49
Garching(Alz),2184,Pirach,4821,27,,N,,49
Garching(Alz),2184,Schalchen,5312,8,,N,,49
Garching(Alz),2184,Stein(Traun),5687,17,,N,,49
Garching(Alz),2184,Tacherting,5813,6,,N,,49
Garching(Alz),2184,Tittmoning-Wiesmühl,6422,20,,N,,49
Garching(Alz),2184,Traunreut,5894,23,,N,,49
Garching(Alz),2184,Traunstein Klinikum,5873,32,,N,,49
Garching(Alz),2184,Trostberg,5912,12,,N,,49
Garching(Alz),2184,Tüßling,5923,9,,N,,49
Garching(Alz),2184,Wiesmühl(Alz),6423,3,,N,,49
Gardelegen,11596,Jävenitz,11946,6,,N,,1030
Gardelegen,11596,Mieste,12351,14,,N,,1030
Gardelegen,11596,Miesterhorst,12352,20,,N,,1030
Gardelegen,11596,Möringen(Altm),12378,25,,N,,1030
Gardelegen,11596,Solpke,13005,8,,N,,1030
Gardelegen,11596,Uchtspringe,13158,13,,N,,1030
Gardelegen,11596,Vinzelberg,13194,19,,N,,1030
Garding,2185,Harblek,2592,16,,N,,1
Garding,2185,Katharinenheerd,3207,3,,N,,1
Garding,2185,Kating,3208,6,,N,,1
Garding,2185,Sandwehle,5288,2,,N,,1
Garding,2185,Tating,5826,5,,N,,1
Garding,2185,Tönning,5885,10,,N,,1
Garding,2185,Witzwort,6527,20,,N,,1
Garmisch-P.Hausberg,2188,Bichlb. Almkopfbahn,6763,32,,N,,79
Garmisch-P.Hausberg,2188,Bichlbach-Berwang,6759,31,,N,,79
Garmisch-P.Hausberg,2188,Ehrwald Zugspitzbahn,6762,21,,N,,79
Garmisch-P.Hausberg,2188,Griesen(Oberbay),2371,13,,N,,79
Garmisch-P.Hausberg,2188,Heiterwang-Plansee,6758,35,,N,,79
Garmisch-P.Hausberg,2188,Lähn,6760,28,,N,,79
Garmisch-P.Hausberg,2188,Lermoos,6761,24,,N,,79
Garmisch-P.Hausberg,2188,Maria Rain,3859,71,,N,,79
Garmisch-P.Hausberg,2188,Musau,6754,50,,N,,79
Garmisch-P.Hausberg,2188,Nesselwang,4240,69,,N,,79
Garmisch-P.Hausberg,2188,Oy-Mittelberg,4742,75,,N,,79
Garmisch-P.Hausberg,2188,Pflach,6755,46,,N,,79
Garmisch-P.Hausberg,2188,Pfronten-Ried,4806,62,,N,,79
Garmisch-P.Hausberg,2188,Pfronten-Steinach,4807,60,,N,,79
Garmisch-P.Hausberg,2188,Pfronten-Weißbach,4809,64,,N,,79
Garmisch-P.Hausberg,2188,Reutte(Tirol),6756,44,,N,,79
Garmisch-P.Hausberg,2188,Reutte(Tirol)Schulz.,6757,43,,N,,79
Garmisch-P.Hausberg,2188,St Mang,5653,92,,N,,79
Garmisch-P.Hausberg,2188,Sulzberg,5802,87,,N,,79
