Von,IBNR,Nach,IBNR,Tarifkilometer,Wegetext
Aachen Hbf,1,Salzburg Hbf,5263,859,AC*(R/UL)*SALZ
Aachen Hbf,1,Salzgitter-Ringelh.,325,444,AC*(OS/K)*HI
Aachen Hbf,1,Salzwedel,10310,518,AC*(DU/K)*UE
Aachen Hbf,1,Sandersleben(Anh),10311,578,AC*(H/NDH)*GUS
Aachen Hbf,1,Sangerhausen,10312,572,AC*DO*H*NDH
Aachen Hbf,1,Schaffhausen,24,634,AC*(F/OG)*SIN
Aachen Hbf,1,Schifferstadt,326,343,AC*(MZ/F)*MA
Aachen Hbf,1,Schöna(Gr),10316,813,AC*(H/EF)*BSU
Aachen Hbf,1,Schönebeck(Elbe),10318,533,AC*H*MD
Aachen Hbf,1,Schönefeld (b.Bln.),10109,688,AC*H*MD*B*BSFL
Aachen Hbf,1,Schwäb.Hall-Hessent,330,541,AC*(F/KA)*S
Aachen Hbf,1,Schwäbisch Gmünd,329,519,AC*(F/KA)*S
Aachen Hbf,1,Schwandorf,27,631,AC*K*N*SAD
Aachen Hbf,1,Schweinfurt Hbf,32,478,AC*K*F*SW
Aachen Hbf,1,Schwelm,33,129,AC*W
Aachen Hbf,1,Schwerin Hbf,10324,609,AC*DU*(HL/MD)*SN
Aachen Hbf,1,Schwerte(Ruhr),37,159,AC*W*HA*SCHW
Aachen Hbf,1,Seckach,42,428,AC*K*(MZ/F)*HD
Aachen Hbf,1,Seesen,43,463,AC*(KR/K)*HAM*H*KREI
Aachen Hbf,1,Senftenberg,10327,796,AC*(H/EF)*CA
Aachen Hbf,1,Siegburg/Bonn,5556,96,AC*DN*HORR*K
Aachen Hbf,1,Siegen Hbf,46,172,AC*K*SI
Aachen Hbf,1,Siershahn,60,253,AC*K*(SIGB/KO)*LM
Aachen Hbf,1,Sigmaringen,69,627,AC*K*S*PLO
Aachen Hbf,1,Simbach(Inn),72,828,AC*(R/S)*M
Aachen Hbf,1,Singen(Hohentwiel),73,614,AC*(F/OG)*SIN
Aachen Hbf,1,Soest,76,204,AC*(DU/K)*UN
Aachen Hbf,1,Solingen Hbf,87,100,AC*(MG/K)*SG
Aachen Hbf,1,Soltau(Han),88,462,AC*(OS/K)*H
Aachen Hbf,1,Sömmerda,10328,564,AC*DO*KS*EF
Aachen Hbf,1,Sondershausen,10329,554,AC*DO*H*NDH
Aachen Hbf,1,Sonneberg(Thür)Hbf,13008,608,AC*K*WUE*(SW/N)*LIF
Aachen Hbf,1,Stade,89,545,AC*(HB/H)*HAR
Aachen Hbf,1,St Egidien,10331,754,AC*H*(SDL/NDH)*L*WDA
Aachen Hbf,1,Steinach(b Rothenb),91,492,AC*K*F*WUE
Aachen Hbf,1,Steinfurt-Burgstein.,62,242,AC*MS
Aachen Hbf,1,Stendal Hbf,10334,576,AC*DU*H*MD*SDL
Aachen Hbf,1,Stralsund Hbf,10338,769,AC*DU*(HL/MD)*HST
Aachen Hbf,1,Straubing,95,679,AC*K*N*SR
Aachen Hbf,1,Stuttgart Hbf,96,467,AC*(F/KA)*S
Aachen Hbf,1,Suhl,10345,573,AC*K*F*SW
Aachen Hbf,1,Tantow(Gr),10346,794,AC*DU*H*MD*B
Aachen Hbf,1,Themar,10350,566,AC*K*F*SW
Aachen Hbf,1,Traunstein,116,823,AC*(R/S)*RO
Aachen Hbf,1,Treuchtlingen,122,576,AC*K*WUE*(N/AN)*TREU
Aachen Hbf,1,Treysa,129,316,AC*K*MR
Aachen Hbf,1,Trier Hbf,134,277,AC*K*KO*TR
Aachen Hbf,1,Triptis,10352,744,AC*H*(MD/JS)*G
Aachen Hbf,1,Troisdorf,135,92,AC*DN*HORR*K
Aachen Hbf,1,Tübingen Hbf,141,539,AC*K*S*PLO
Aachen Hbf,1,Türkismühle,154,320,AC*K*KO*KH
Aachen Hbf,1,Tuttlingen,163,593,AC*(F/OG)*TUT
Aachen Hbf,1,Uelzen,168,467,AC*(DU/K)*UE
Aachen Hbf,1,Ulm Hbf,170,561,AC*(F/KA)*UL
Aachen Hbf,1,Unna,171,174,AC*(DU/K)*UN
Aachen Hbf,1,Vaihingen(Enz),6053,446,AC*(F/KA)*PF
Aachen Hbf,1,Vienenburg,364,474,AC*(OS/K)*BS
Aachen Hbf,1,Völklingen,175,355,AC*K*KO*TR
Aachen Hbf,1,Waiblingen,180,479,AC*(F/KA)*S
Aachen Hbf,1,Walkenried,6172,514,AC*(KR/K)*HAM*H*KREI
Aachen Hbf,1,Wallau(Lahn),187,241,AC*K*SI
Aachen Hbf,1,Wanne-Eickel Hbf,192,141,AC*(K*LBG/MG*DU)*GE*WAN
Aachen Hbf,1,Warburg(Westf),196,298,AC*(BI/K)*WAR
Aachen Hbf,1,Waren(Müritz),10361,732,AC*DU*(HB/MD)*GUE
Aachen Hbf,1,Weiden(Oberpf),204,635,AC*K*F*N
Aachen Hbf,1,Weilburg,218,247,AC*K*(SIGB/KO)*LM
Aachen Hbf,1,Weilheim(Oberbay),220,755,AC*(R/S)*WM
Aachen Hbf,1,Weimar,10366,560,AC*DO*KS*EF
Aachen Hbf,1,Weißenfels,10368,636,AC*(H/EF)*HAL
Aachen Hbf,1,Werdau,10372,722,AC*H*(SDL/NDH)*L*WDA
Aachen Hbf,1,Werder(Havel),10373,644,AC*H*MD*P
Aachen Hbf,1,Wernshausen,10375,523,AC*(DO/WUE)*WHSN
Aachen Hbf,1,Wertheim,231,412,AC*K*(KO/LM*F)*AB
Aachen Hbf,1,Wesel,242,143,AC*(MG/K)*DU*OB
Aachen Hbf,1,Westerburg,245,187,AC*DN*HORR*K
Aachen Hbf,1,Westerland(Sylt),6369,748,AC*(OS/H)*WEST
Aachen Hbf,1,Wiesbaden-Biebrich,288,272,AC*K*WI
Aachen Hbf,1,Wiesbaden Hbf,250,268,AC*K*WI
Aachen Hbf,1,Wittenberge,10382,630,AC*DU*MD*WBE
Aachen Hbf,1,Witten Hbf,251,161,AC*W*HA
Aachen Hbf,1,Wolfenbüttel,255,446,AC*(OS/K)*BS
Aachen Hbf,1,Wolfsburg Hbf,6552,447,AC*(OS/K)*H
Aachen Hbf,1,Worms Hbf,257,304,AC*K*WO
Aachen Hbf,1,Wörth(Rhein),254,404,AC*K*(F/MZ)*KA
Aachen Hbf,1,Wriezen,10386,749,AC*DU*H*MD*B
Aachen Hbf,1,Wunstorf,268,351,AC*(OS/K)*MI
Aachen Hbf,1,Wuppertal Hbf,266,118,AC*W
Aachen Hbf,1,Würzburg Hbf,260,434,AC*K*F*WUE
Aachen Hbf,1,Wustermark,10389,651,AC*DU*H*MD*SDL
Aachen Hbf,1,Zeitz,10390,688,AC*(H/EF)*L
Aachen Hbf,1,Zella-Mehlis,10391,579,AC*K*F*SW
Aachen Hbf,1,Zittau,10393,863,AC*(SDL/EF)*RIE
Aachen Hbf,1,Zossen,10395,710,AC*H*MD*B*BSFL
Aachen Hbf,1,Zwickau(Sachs)Hbf,10397,731,AC*H*(SDL/NDH)*L*WDA
Aachen Süd(Gr),403,Altenburg,10003,694,AC*(H/EF)*L
Aachen Süd(Gr),403,Arnsdorf(Dresden),10006,791,AC*(SDL/EF)*RIE
Aachen Süd(Gr),403,Aschersleben,10009,581,AC*(H/NDH)*GUS
Aachen Süd(Gr),403,Aue(Sachs),10010,765,AC*H*(SDL/NDH)*L*WDA
Aachen Süd(Gr),403,Baden-Baden,774,429,AC*K*KA*BAD
Aachen Süd(Gr),403,Bad Kleinen,10018,654,AC*(HB/H)*HL
Aachen Süd(Gr),403,Bad Langensalza,10020,539,AC*DO*KS*GTH
Aachen Süd(Gr),403,Bad Schandau,10022,809,AC*(H/EF)*BSU
Aachen Süd(Gr),403,Berlin Friedrichstr,10038,671,AC*DU*H*MD*B
Aachen Süd(Gr),403,Berlin Gesundbrunnen,11102,675,AC*DU*H*MD*B
Aachen Süd(Gr),403,Berlin Hbf,11160,671,ACSG*AC*H*MD*BWA*BHBF
Aachen Süd(Gr),403,Berlin-Karlshorst,10035,683,AC*DU*H*MD*B
Aachen Süd(Gr),403,Berlin Ostkreuz,11162,678,AC*DU*H*MD*B
Aachen Süd(Gr),403,Berlin-Spandau,10404,676,AC*DU*H*MD*BSP
Aachen Süd(Gr),403,Berlin Südkreuz,11113,678,AC*DU*H*MD*B
Aachen Süd(Gr),403,Berlin-Wannsee,10405,650,AC*H*MD*BWA
Aachen Süd(Gr),403,Berlin Westkreuz,11108,680,AC*DU*H*MD*B
Aachen Süd(Gr),403,Bischofswerda,10049,806,AC*(SDL/EF)*RIE
Aachen Süd(Gr),403,Bitterfeld,10050,611,AC*(MD/HAL)*BTF
Aachen Süd(Gr),403,Blankenberg(Meckl),10051,672,AC*(HB/H)*HL
Aachen Süd(Gr),403,Borsdorf(Sachs),10059,661,AC*(H/EF)*L
Aachen Süd(Gr),403,Brandenburg Hbf,10060,606,AC*H*MD*BRB
Aachen Süd(Gr),403,Bretleben,10061,596,AC*DU*KS*EF*BRE
Aachen Süd(Gr),403,Britz,10064,724,AC*DU*H*MD*B
Aachen Süd(Gr),403,Calau(Nl),10069,775,AC*(H/EF)*CA
Aachen Süd(Gr),403,Calbe(Saale) Ost,10070,552,AC*H*MD
Aachen Süd(Gr),403,Calbe(Saale) West,10071,558,AC*H*MD
Aachen Süd(Gr),403,Chemnitz Hbf,10184,730,AC*(H/JS)*C
Aachen Süd(Gr),403,Coburg,1338,595,AC*K*WUE*(SW/N)*LIF
Aachen Süd(Gr),403,Coswig(b Dresden),10072,751,AC*(SDL/EF)*RIE
Aachen Süd(Gr),403,Cottbus Hbf,10073,799,AC*(H/EF)*CB
Aachen Süd(Gr),403,Delitzsch,10076,638,AC*(H/EF)*HAL
Aachen Süd(Gr),403,Dessau Hbf,10077,585,AC*H*MD*RSL
Aachen Süd(Gr),403,Döbeln Hbf,10080,715,AC*(H/EF)*DL
Aachen Süd(Gr),403,Doberlug-Kirchhain,10079,743,AC*(H/EF)*L
Aachen Süd(Gr),403,Dresden Hbf,10085,769,AC*(H/EF)*DD
Aachen Süd(Gr),403,Eberswalde Hbf,10093,719,AC*DU*H*MD*B
Aachen Süd(Gr),403,Eilenburg,10095,674,AC*(H/EF)*L
Aachen Süd(Gr),403,Eilsleben(Magdeb),10096,495,AC*(OS/K)*BS
Aachen Süd(Gr),403,Eisenach Hbf,10097,489,AC*DO*KS*ESA
Aachen Süd(Gr),403,Elsterwerda,10099,739,AC*(H/EF)*ELW
Aachen Süd(Gr),403,Emden Hbf,1768,397,AC*(OB/DO)*LER
Aachen Süd(Gr),403,Emmerich,1773,191,AC*(MG/K)*DU*EMM
Aachen Süd(Gr),403,Erfurt Hbf,10101,546,AC*DO*KS*EF
Aachen Süd(Gr),403,Erlangen,1844,568,AC*K*F*FUE*ER
Aachen Süd(Gr),403,Falkenberg(Elster),10103,720,AC*(H/EF)*L
Aachen Süd(Gr),403,Flöha,10108,743,AC*(H/JS)*C
Aachen Süd(Gr),403,Forbach(fr),2021,379,AC*K*(LM*MZ/TR)*SB
Aachen Süd(Gr),403,Forst(Lausitz),10111,821,AC*(H/EF)*CB
Aachen Süd(Gr),403,Frankfurt(Oder),10113,758,AC*H*MD*B*FF
Aachen Süd(Gr),403,Freiberg(Sachs),10115,809,AC*(H/EF)*DD
Aachen Süd(Gr),403,Frose,10119,588,AC*(H/NDH)*GUS
Aachen Süd(Gr),403,Fürstenberg(Havel),10399,795,AC*DU*(HL/H*SN)*NZ
Aachen Süd(Gr),403,Fürstenwalde(Spree),10120,723,AC*DU*H*MD*B
Aachen Süd(Gr),403,Garmisch-Partenk.,2187,809,AC*(R/S)*GAP
Aachen Süd(Gr),403,Geestgottberg,10121,631,AC*DU*H*MD*SDL
Aachen Süd(Gr),403,Genthin,10123,576,AC*H*MD
Aachen Süd(Gr),403,Gera Hbf,10125,723,AC*H*(MD/JS)*G
Aachen Süd(Gr),403,Gerstungen,11629,465,AC*(ALT/MZ)*BEB
Aachen Süd(Gr),403,Glauchau(Sachs),10129,754,AC*H*(SDL/NDH)*L*WDA
Aachen Süd(Gr),403,Görlitz,10131,871,AC*DU*(SDL/EF)*GR
Aachen Süd(Gr),403,Gotha,10136,518,AC*DO*KS*GTH
Aachen Süd(Gr),403,Grambow(Gr),10138,856,AC*DU*(HL/H*SN)*PW
Aachen Süd(Gr),403,Güsen(b Genthin),10151,561,AC*H*MD
Aachen Süd(Gr),403,Güsten,10152,569,AC*(H/NDH)*GUS
Aachen Süd(Gr),403,Güstrow,10153,687,AC*DU*(HB/MD)*GUE
Aachen Süd(Gr),403,Gutenfürst,11790,726,AC*K*WUE*(SW/N)*HO
Aachen Süd(Gr),403,Güterglück,10154,559,AC*H*MD
Aachen Süd(Gr),403,Gütersloh Hbf,2461,252,AC*(DU/K)*HAM
Aachen Süd(Gr),403,Halberstadt Hbf,10157,583,AC*H*MD
Aachen Süd(Gr),403,Halle(Saale)Hbf,10159,611,AC*(H/EF)*HAL
Aachen Süd(Gr),403,Halle-Ammendorf,10162,617,AC*(H/EF)*HAL
Aachen Süd(Gr),403,Halle-Neustadt,10160,623,AC*(H/EF)*HAL
Aachen Süd(Gr),403,Hamburg Hbf,2549,525,ACSG*AC*(HB/H)*HAR*HHH
Aachen Süd(Gr),403,Hennigsdorf(b Bln),13483,694,AC*DU*H*MD*B
Aachen Süd(Gr),403,Herlasgrün,10166,774,AC*K*WUE*(SW/N)*HO
Aachen Süd(Gr),403,Herrnburg,11864,602,AC*(HB/H)*HL
Aachen Süd(Gr),403,Hockeroda,10170,675,AC*K*WUE*SLF
Aachen Süd(Gr),403,Hof Hbf,2924,711,AC*K*WUE*(SW/N)*HO
Aachen Süd(Gr),403,Holthusen,10173,626,AC*DU*(HL/MD)*SN
Aachen Süd(Gr),403,Hosena,10171,777,AC*(H/EF)*ELW
Aachen Süd(Gr),403,Jena Saalbf,11058,590,AC*DO*KS*EF*JS
Aachen Süd(Gr),403,Jüterbog,10182,644,AC*(H/HAL)*WB
Aachen Süd(Gr),403,Kassel-Wilhelmshöhe,3200,358,AC*(OB/K)*KS
Aachen Süd(Gr),403,Kehl,3218,475,AC*K*KA*KEHL
Aachen Süd(Gr),403,Königs Wusterhausen,10193,705,AC*DU*H*MD*B
Aachen Süd(Gr),403,Könnern,10194,641,AC*(H/EF)*HAL
Aachen Süd(Gr),403,Köthen,10195,575,AC*H*MD
Aachen Süd(Gr),403,Kufstein,3475,812,AC*(R/S)*KUF
Aachen Süd(Gr),403,Leinefelde,10203,472,AC*(DU/HA)*KS*EICH
Aachen Süd(Gr),403,Leipzig Hbf,10205,649,AC*(H/EF)*L
Aachen Süd(Gr),403,Leipzig-Leutzsch,10207,656,AC*(H/EF)*L
Aachen Süd(Gr),403,Limburg Süd,3680,225,AC*K*(SIGB/KO)*LM
Aachen Süd(Gr),403,Lindau-Reutin,3693,696,AC*(UL/OG)*FN
Aachen Süd(Gr),403,Lippstadt,571,231,AC*(DU/K)*UN
Aachen Süd(Gr),403,Löbau(Sachs),10212,847,AC*(SDL/EF)*RIE
Aachen Süd(Gr),403,Löwenberg(Mark),10214,734,AC*DU*H*MD*B
Aachen Süd(Gr),403,Lübben(Spreewald),10217,752,AC*DU*H*MD*B
Aachen Süd(Gr),403,Ludwigsfelde,10215,717,AC*H*MD*B*BSFL
Aachen Süd(Gr),403,Ludwigslust,10216,681,AC*DU*MD*WBE
Aachen Süd(Gr),403,Luth. Wittenberg Hbf,10222,612,AC*(H/HAL)*WB
Aachen Süd(Gr),403,Magdeburg Hbf,10224,525,AC*H*MD
Aachen Süd(Gr),403,Magdeburg-Rothensee,10086,532,AC*H*MD
Aachen Süd(Gr),403,Markkleeberg-Großst,10228,663,AC*(H/EF)*L
Aachen Süd(Gr),403,Mehltheuer,10229,748,AC*K*WUE*(SW/N)*HO
Aachen Süd(Gr),403,Mellrichstadt Bf,3959,538,AC*K*F*SW
Aachen Süd(Gr),403,Merseburg Hbf,10232,625,AC*(H/EF)*HAL
Aachen Süd(Gr),403,Michendorf,10233,658,AC*H*MD*P
Aachen Süd(Gr),403,Montabaur,667,241,AC*DN*HORR*K
Aachen Süd(Gr),403,München-Pasing,4158,715,AC*(R/S)*MPAS
Aachen Süd(Gr),403,Narsdorf,10238,699,AC*(H/EF)*L
Aachen Süd(Gr),403,Nauen,10239,667,AC*H*MD*B*NAU
Aachen Süd(Gr),403,Naumburg(Saale)Hbf,10240,608,AC*DO*KS*EF*NMB
Aachen Süd(Gr),403,Neubrandenburg,10241,775,AC*DU*(HB/MD)*GUE
Aachen Süd(Gr),403,Neukieritzsch,10243,676,AC*(H/EF)*L
Aachen Süd(Gr),403,Neumark(Sachs),10244,737,AC*H*(SDL/NDH)*L*WDA
Aachen Süd(Gr),403,Neuruppin West,10246,730,AC*DU*MD*WBE
Aachen Süd(Gr),403,Neustadt(Dosse),10248,688,AC*DU*MD*WBE
Aachen Süd(Gr),403,Neustrelitz Hbf,10250,775,AC*DU*(HL/H*SN)*NZ
Aachen Süd(Gr),403,Norden,800,426,AC*(OB/DO)*LER
Aachen Süd(Gr),403,Nordhausen,10256,541,AC*DO*H*NDH
Aachen Süd(Gr),403,Oebisfelde,10261,469,AC*(OS/K)*H
Aachen Süd(Gr),403,Oldenburg(Holst),4669,638,AC*(HB/H)*OLD
Aachen Süd(Gr),403,Pasewalk,10268,827,AC*DU*(HL/H*SN)*PW
Aachen Süd(Gr),403,Pirna,10272,786,AC*(H/EF)*DD
Aachen Süd(Gr),403,Plaue(Thür),10274,577,AC*DO*KS*EF
Aachen Süd(Gr),403,Potsdam Hbf,12666,641,AC*H*MD*P
Aachen Süd(Gr),403,Potsdam Pirschheide,10279,648,AC*H*MD*P
Aachen Süd(Gr),403,Prenzlau,10282,789,AC*DU*H*MD*B
Aachen Süd(Gr),403,Priemerburg,10284,691,AC*DU*(HB/MD)*GUE
Aachen Süd(Gr),403,Probstzella,10288,638,AC*K*F*(EF/N)*PRO
Aachen Süd(Gr),403,Puttgarden,4903,685,AC*(HB/H)*PUTT
Aachen Süd(Gr),403,Riesa,10297,715,AC*(SDL/EF)*RIE
Aachen Süd(Gr),403,Röblingen am See,10299,638,AC*(H/EF)*HAL
Aachen Süd(Gr),403,Ronneburg(Thür),10301,733,AC*H*(MD/JS)*G
Aachen Süd(Gr),403,Roßlau(Elbe),10302,580,AC*H*MD*RSL
Aachen Süd(Gr),403,Rostock Hbf,10304,704,AC*DU*(HB/MD)*HRO
Aachen Süd(Gr),403,Rottenbach,10305,680,AC*K*WUE*SLF
Aachen Süd(Gr),403,Rudolstadt(Thür),10306,629,AC*DO*KS*EF*JS
Aachen Süd(Gr),403,Ruhland,10308,767,AC*(H/EF)*ELW
Aachen Süd(Gr),403,Saalfeld(Saale),10309,663,AC*K*WUE*SLF
Aachen Süd(Gr),403,Salzburg Hbf,5263,866,AC*(R/UL)*SALZ
Aachen Süd(Gr),403,Salzwedel,10310,525,AC*(DU/K)*UE
Aachen Süd(Gr),403,Sandersleben(Anh),10311,585,AC*(H/NDH)*GUS
Aachen Süd(Gr),403,Sangerhausen,10312,579,AC*DO*H*NDH
Aachen Süd(Gr),403,Schöna(Gr),10316,820,AC*(H/EF)*BSU
Aachen Süd(Gr),403,Schönebeck(Elbe),10318,540,AC*H*MD
Aachen Süd(Gr),403,Schönefeld (b.Bln.),10109,695,AC*H*MD*B*BSFL
Aachen Süd(Gr),403,Schwerin Hbf,10324,616,AC*DU*(HL/MD)*SN
Aachen Süd(Gr),403,Senftenberg,10327,803,AC*(H/EF)*CA
Aachen Süd(Gr),403,Siegburg/Bonn,5556,103,AC*DN*HORR*K
Aachen Süd(Gr),403,Sömmerda,10328,571,AC*DO*KS*EF
Aachen Süd(Gr),403,Sondershausen,10329,561,AC*DO*H*NDH
Aachen Süd(Gr),403,Sonneberg(Thür)Hbf,13008,615,AC*K*WUE*(SW/N)*LIF
Aachen Süd(Gr),403,St Egidien,10331,761,AC*H*(SDL/NDH)*L*WDA
Aachen Süd(Gr),403,Stendal Hbf,10334,583,AC*DU*H*MD*SDL
Aachen Süd(Gr),403,Stralsund Hbf,10338,776,AC*DU*(HL/MD)*HST
Aachen Süd(Gr),403,Suhl,10345,580,AC*K*F*SW
Aachen Süd(Gr),403,Tantow(Gr),10346,801,AC*DU*H*MD*B
Aachen Süd(Gr),403,Themar,10350,573,AC*K*F*SW
Aachen Süd(Gr),403,Triptis,10352,751,AC*H*(MD/JS)*G
Aachen Süd(Gr),403,Vaihingen(Enz),6053,453,AC*(F/KA)*PF
Aachen Süd(Gr),403,Walkenried,6172,521,AC*(KR/K)*HAM*H*KREI
Aachen Süd(Gr),403,Waren(Müritz),10361,739,AC*DU*(HB/MD)*GUE
Aachen Süd(Gr),403,Weimar,10366,567,AC*DO*KS*EF
Aachen Süd(Gr),403,Weißenfels,10368,643,AC*(H/EF)*HAL
Aachen Süd(Gr),403,Werdau,10372,729,AC*H*(SDL/NDH)*L*WDA
Aachen Süd(Gr),403,Werder(Havel),10373,651,AC*H*MD*P
Aachen Süd(Gr),403,Wernshausen,10375,530,AC*(DO/WUE)*WHSN
Aachen Süd(Gr),403,Westerland(Sylt),6369,755,AC*(OS/H)*WEST
Aachen Süd(Gr),403,Wittenberge,10382,637,AC*DU*MD*WBE
Aachen Süd(Gr),403,Wolfsburg Hbf,6552,454,AC*(OS/K)*H
Aachen Süd(Gr),403,Wriezen,10386,756,AC*DU*H*MD*B
Aachen Süd(Gr),403,Wustermark,10389,658,AC*DU*H*MD*SDL
Aachen Süd(Gr),403,Zeitz,10390,695,AC*(H/EF)*L
Aachen Süd(Gr),403,Zella-Mehlis,10391,586,AC*K*F*SW
Aachen Süd(Gr),403,Zittau,10393,870,AC*(SDL/EF)*RIE
Aachen Süd(Gr),403,Zossen,10395,717,AC*H*MD*B*BSFL
Aachen Süd(Gr),403,Zwickau(Sachs)Hbf,10397,738,AC*H*(SDL/NDH)*L*WDA
Aalen Hbf,2,Aachen Süd(Gr),403,551,AA*S*(KA/DA)*K*AC
Aalen Hbf,2,Altenbeken,4,490,AA*WUE*(WAR/KREI)*ALT
Aalen Hbf,2,Altenburg,10003,421,AA*(SLF/HO)*WDA
Aalen Hbf,2,Alzey,7,264,AA*S*(KA/HD)*WO
Aalen Hbf,2,Ansbach,9,85,AA*CR*AN
Aalen Hbf,2,Arnsdorf(Dresden),10006,548,AA*(EF/HO)*DD
Aalen Hbf,2,Aschaffenburg Hbf,10,207,AA*(WERT/AN)*AB
Aalen Hbf,2,Ascheberg(Holst),11,800,AA*(STEI/N)*WUE*H*HL
Aalen Hbf,2,Aschersleben,10009,504,AA*(WUE/HO)*HAL
Aalen Hbf,2,Au(Sieg),12,539,AA*(KA*KO/F*LM)*K
Aalen Hbf,2,Aue(Sachs),10010,422,AA*(SLF/HO)*WDA
Aalen Hbf,2,Augsburg Hbf,13,111,AA*DON*A
Aalen Hbf,2,Aulendorf,14,136,AA*UL*AUL
Aalen Hbf,2,Babenhausen(Hess),15,282,AA*S*DA
Aalen Hbf,2,Backnang,16,84,AA*WN*BACK
Aalen Hbf,2,Bad Bentheim(Gr),151,704,AA*K*MS*RHEI
Aalen Hbf,2,Baden-Baden,774,199,AA*S*KA*BAD
Aalen Hbf,2,Bad Friedrichsh Hbf,17,138,AA*(S/CR)*HN
Aalen Hbf,2,Bad Harzburg,19,520,AA*(STEI/N)*WUE*GOE*KREI
Aalen Hbf,2,Bad Hersfeld,20,331,AA*(LAUD/N)*WUE*FD
Aalen Hbf,2,Bad Kleinen,10018,809,AA*(STEI/N)*WUE*H*HL
Aalen Hbf,2,Bad Kreuznach,21,328,AA*(KA/F)*KH
Aalen Hbf,2,Bad Langensalza,10020,408,AA*N*LIF*GTH
Aalen Hbf,2,Bad Nenndorf,22,569,AA*(STEI/N)*WUE*GOE*H
Aalen Hbf,2,Bad Oldesloe,23,762,AA*(STEI/N)*WUE*H*HH
Aalen Hbf,2,Bad Schandau,10022,562,AA*(EF/HO)*BSU
Aalen Hbf,2,Bamberg,25,192,AA*N*BA
Aalen Hbf,2,Basel Bad Bf,26,364,AA*S*KA*BAS
Aalen Hbf,2,Baunatal-Guntershaus,140,410,AA*(STEI/N)*WUE*BEB*KS
Aalen Hbf,2,Bayreuth Hbf,28,223,AA*CR*AN*N
Aalen Hbf,2,Bebra,29,345,AA*(STEI/N)*WUE*BEB
Aalen Hbf,2,Bedburg(Erft),30,506,AA*(KA*KO/F*LM)*K
Aalen Hbf,2,Bensheim,31,230,AA*S*(MA/HD)*BENS
Aalen Hbf,2,Berlin Friedrichstr,10038,633,AA*(EF/HO)*B
Aalen Hbf,2,Berlin Gesundbrunnen,11102,637,AA*(EF/HO)*B
Aalen Hbf,2,Berlin Hbf,11160,633,AA*(EF/HO)*BWA*BHBF
Aalen Hbf,2,Berlin-Karlshorst,10035,645,AA*(EF/HO)*B
Aalen Hbf,2,Berlin Ostkreuz,11162,640,AA*(EF/HO)*B
Aalen Hbf,2,Berlin-Spandau,10404,651,AA*(EF/HO)*BSP
Aalen Hbf,2,Berlin Südkreuz,11113,640,AA*(EF/HO)*B
Aalen Hbf,2,Berlin-Wannsee,10405,612,AA*(EF/HO)*BWA
Aalen Hbf,2,Berlin Westkreuz,11108,642,AA*(EF/HO)*B
Aalen Hbf,2,Betzdorf(Sieg),34,436,AA*(MA/N)*SI
Aalen Hbf,2,Bielefeld-Brackwede,48,684,AA*S*K*BI
Aalen Hbf,2,Bielefeld Hbf,36,679,AA*S*K*BI
Aalen Hbf,2,Bietigheim-Bissingen,38,101,AA*S*BIET
Aalen Hbf,2,Bingen(Rhein) Hbf,39,317,AA*(KA/F)*BIN
Aalen Hbf,2,Bischofswerda,10049,563,AA*(EF/HO)*DD
Aalen Hbf,2,Bitterfeld,10050,486,AA*(WUE/HO)*BTF
Aalen Hbf,2,Blankenberg(Meckl),10051,827,AA*(STEI/N)*WUE*H*HL
Aalen Hbf,2,Bocholt,40,594,AA*S*DU*OB
Aalen Hbf,2,Bochum Hbf,41,574,AA*S*K*BO
Aalen Hbf,2,Bonn Hbf,44,439,AA*(KA/F)*BN
Aalen Hbf,2,Boppard Hbf,45,359,AA*(KA/F)*BIN
Aalen Hbf,2,Borsdorf(Sachs),10059,465,AA*(WUE/HO)*L
Aalen Hbf,2,Bottrop Hbf,47,555,AA*S*OB*BOT
Aalen Hbf,2,Brandenburg Hbf,10060,658,AA*N*(JS/HO)*BRB
Aalen Hbf,2,Braunschweig Hbf,49,564,AA*(MA/N)*BS
Aalen Hbf,2,Bremen Hbf,50,660,AA*WUE*H*HB
Aalen Hbf,2,Bremerhaven Hbf,51,722,AA*WUE*H*BHV
Aalen Hbf,2,Bretleben,10061,434,AA*N*(EF/HO*L)*BRE
Aalen Hbf,2,Bretten,53,141,AA*S*BIET
Aalen Hbf,2,Brilon Wald,54,505,AA*WUE*WAR
Aalen Hbf,2,Britz,10064,686,AA*(EF/HO)*B
Aalen Hbf,2,Bruchsal,55,157,AA*S*BR
Aalen Hbf,2,Büchen,58,696,AA*(STEI/N)*WUE*H*LG
Aalen Hbf,2,Buchholz(Nordheide),56,725,AA*(STEI/N)*WUE*H*HAR
Aalen Hbf,2,Buchloe,57,151,AA*(A/MM)*BULO
Aalen Hbf,2,Bünde(Westf),59,723,AA*(K/H)*OS
Aalen Hbf,2,Burg-u.Ndr Gemünden,61,386,AA*(MA/N)*GI
Aalen Hbf,2,Calau(Nl),10069,579,AA*(EF/N)*CA
Aalen Hbf,2,Calbe(Saale) Ost,10070,504,AA*(WUE/HO)*HAL
Aalen Hbf,2,Calbe(Saale) West,10071,543,AA*N*(JS/HO)*GUS
Aalen Hbf,2,Calw,63,164,AA*S*PF
Aalen Hbf,2,Celle,64,578,AA*(STEI/N)*WUE*GOE*H
