Von,IBNR,Nach,IBNR,Tarifkilometer,Wegetext
Montabaur,667,Neumark(Sachs),10244,517,LM*(GI/F)*EF*G*WDA
Montabaur,667,Neuruppin West,10246,768,LM*(BS/HAL)*MD*WBE
Montabaur,667,Neustadt(Dosse),10248,726,LM*(BS/HAL)*MD*WBE
Montabaur,667,Neustrelitz Hbf,10250,782,LM*(KS/WUE)*BTF*FUB*NZ
Montabaur,667,Norden,800,535,K*(DU/HAM)*MS*RHEI*LER
Montabaur,667,Nordhausen,10256,351,LM*GI*KS*NDH
Montabaur,667,Oebisfelde,10261,496,LM*(KS*ALT/F*FD)*H
Montabaur,667,Oldenburg(Holst),4669,737,K*(DU/H)*OLD
Montabaur,667,Pasewalk,10268,807,LM*EF*L*B*PW
Montabaur,667,Pirna,10272,616,LM*(KS/F*EF)*L*DD
Montabaur,667,Plaue(Thür),10274,394,LM*(KS/F)*EF
Montabaur,667,Potsdam Hbf,12666,679,LM*(KS/F)*GOE*MD*P
Montabaur,667,Potsdam Pirschheide,10279,679,LM*(GI/F)*EF*BTF*BSFL
Montabaur,667,Prenzlau,10282,783,LM*(GOE/WUE)*B
Montabaur,667,Priemerburg,10284,739,LM*(HL/MD)*GUE
Montabaur,667,Probstzella,10288,433,LM*F*(FD*EF/N)*PRO
Montabaur,667,Puttgarden,4903,777,K*(DU/H)*PUTT
Montabaur,667,Riesa,10297,545,LM*(GI/F*EF)*L*RIE
Montabaur,667,Röblingen am See,10299,422,LM*GI*KS*NDH
Montabaur,667,Ronneburg(Thür),10301,464,LM*(GI*KS/F)*BEB*G
Montabaur,667,Roßlau(Elbe),10302,543,LM*(GI/F)*EF*L*RSL
Montabaur,667,Rostock Hbf,10304,752,LM*(HH/L)*HRO
Montabaur,667,Rottenbach,10305,417,LM*(KS/F)*EF
Montabaur,667,Rudolstadt(Thür),10306,468,LM*WUE*(EF/BA)*SLF
Montabaur,667,Ruhland,10308,597,LM*(GI/F*EF)*L*ELW
Montabaur,667,Saalfeld(Saale),10309,458,LM*WUE*(EF/BA)*SLF
Montabaur,667,Salzburg Hbf,5263,666,LM*(R/S)*M*SALZ
Montabaur,667,Salzwedel,10310,552,LM*(KS/F)*GOE*H*UE
Montabaur,667,Sandersleben(Anh),10311,426,LM*GI*KS*NDH
Montabaur,667,Sangerhausen,10312,389,LM*GI*KS*NDH
Montabaur,667,Schöna(Gr),10316,650,LM*(GI/F)*L*DD*BSU
Montabaur,667,Schönebeck(Elbe),10318,578,LM*GOE*(H/HAL)*MD
Montabaur,667,Schönefeld (b.Bln.),10109,641,LM*(GI/F)*EF*BTF*BSFL
Montabaur,667,Schwerin Hbf,10324,717,LM*GOE*HH*SN
Montabaur,667,Senftenberg,10327,609,LM*(GI/F*EF)*L*ELW
Montabaur,667,Siegburg/Bonn,5556,93,MT*SIGB
Montabaur,667,Sömmerda,10328,388,LM*(KS/F)*EF
Montabaur,667,Sondershausen,10329,371,LM*GI*KS*NDH
Montabaur,667,Sonneberg(Thür)Hbf,13008,410,LM*F*(SW/N)*BA*LIF
Montabaur,667,St Egidien,10331,512,LM*(GI*KS/F)*BEB*G
Montabaur,667,Stendal Hbf,10334,621,LM*(GI/F)*BS*SDL
Montabaur,667,Stralsund Hbf,10338,824,LM*(HL/B)*HST
Montabaur,667,Suhl,10345,375,LM*F*WUE*SW
Montabaur,667,Tantow(Gr),10346,795,LM*(GOE/WUE)*B
Montabaur,667,Themar,10350,368,LM*F*WUE*SW
Montabaur,667,Triptis,10352,482,LM*(GI*KS/F)*BEB*G
Montabaur,667,Vaihingen(Enz),6053,283,LM*(F/KA)*PF
Montabaur,667,Walkenried,6172,368,LM*(GI*KS/F*FD)*GOE
Montabaur,667,Waren(Müritz),10361,787,LM*(HL/MD)*GUE
Montabaur,667,Weimar,10366,384,LM*(KS/F)*EF
Montabaur,667,Weißenfels,10368,439,LM*(GI/F)*EF*NMB
Montabaur,667,Werdau,10372,509,LM*(GI/F)*EF*G*WDA
Montabaur,667,Werder(Havel),10373,669,LM*(KS/F*FD)*GOE*(H/BS)*BRB
Montabaur,667,Wernshausen,10375,347,LM*(GI/F*WUE)*WHSN
Montabaur,667,Westerland(Sylt),6369,854,K*(HB/H)*HH*WEST
Montabaur,667,Wittenberge,10382,675,LM*(BS/HAL)*MD*WBE
Montabaur,667,Wolfsburg Hbf,6552,481,LM*(KS*ALT/F*FD)*H
Montabaur,667,Wriezen,10386,750,LM*(GOE/WUE)*B
Montabaur,667,Wustermark,10389,696,LM*(GI/F)*BS*SDL
Montabaur,667,Zeitz,10390,482,LM*(GI*KS/F)*BEB*G
Montabaur,667,Zella-Mehlis,10391,381,LM*F*WUE*SW
Montabaur,667,Zittau,10393,704,LM*(KS/F*EF)*L*DD
Montabaur,667,Zossen,10395,663,LM*(GI/F)*EF*BTF*BSFL
Montabaur,667,Zwickau(Sachs)Hbf,10397,518,LM*(GI/F)*EF*G*WDA
Mosbach-Neckarelz,264,Aachen Süd(Gr),403,411,HD*(F/MZ)*K*AC
Mosbach-Neckarelz,264,Altenburg,10003,500,HN*(FD/N)*WDA
Mosbach-Neckarelz,264,Arnsdorf(Dresden),10006,667,HD*F*(NDH/EF)*DD
Mosbach-Neckarelz,264,Aschersleben,10009,481,WUE*(EF/JS)*HAL
Mosbach-Neckarelz,264,Aue(Sachs),10010,501,HN*(FD/N)*WDA
Mosbach-Neckarelz,264,Baden-Baden,774,140,HD*KA*BAD
Mosbach-Neckarelz,264,Bad Kleinen,10018,799,HD*(DU/FD)*HL
Mosbach-Neckarelz,264,Bad Langensalza,10020,398,HD*F*FD*GTH
Mosbach-Neckarelz,264,Bad Schandau,10022,681,HD*F*(NDH/EF)*DD*BSU
Mosbach-Neckarelz,264,Berlin Friedrichstr,10038,707,HD*(NDH/EF)*B
Mosbach-Neckarelz,264,Berlin Gesundbrunnen,11102,711,HD*(NDH/EF)*B
Mosbach-Neckarelz,264,Berlin Hbf,11160,707,NECK*WUE*SW*(EF/L)*B*BSP*BHBF
Mosbach-Neckarelz,264,Berlin-Karlshorst,10035,622,WUE*(EF/JS)*B
Mosbach-Neckarelz,264,Berlin Ostkreuz,11162,714,HD*(NDH/EF)*B
Mosbach-Neckarelz,264,Berlin-Spandau,10404,628,WUE*SW*(EF/L)*B*BSP
Mosbach-Neckarelz,264,Berlin Südkreuz,11113,714,HD*(NDH/EF)*B
Mosbach-Neckarelz,264,Berlin-Wannsee,10405,680,HD*(NDH/EF)*BWA
Mosbach-Neckarelz,264,Berlin Westkreuz,11108,716,HD*(NDH/EF)*B
Mosbach-Neckarelz,264,Bischofswerda,10049,682,HD*F*(NDH/EF)*DD
Mosbach-Neckarelz,264,Bitterfeld,10050,554,HD*(NDH/L)*BTF
Mosbach-Neckarelz,264,Blankenberg(Meckl),10051,817,HD*(DU/FD)*HL
Mosbach-Neckarelz,264,Borsdorf(Sachs),10059,533,HD*F*(NDH/EF)*L
Mosbach-Neckarelz,264,Brandenburg Hbf,10060,686,HD*GOE*(H/NDH)*MD*BRB
Mosbach-Neckarelz,264,Bretleben,10061,455,HD*F*(NDH/EF)*BRE
Mosbach-Neckarelz,264,Britz,10064,760,HD*(NDH/EF)*B
Mosbach-Neckarelz,264,Calau(Nl),10069,647,HD*(NDH/EF)*CA
Mosbach-Neckarelz,264,Calbe(Saale) Ost,10070,572,HD*F*(NDH/EF)*HAL
Mosbach-Neckarelz,264,Calbe(Saale) West,10071,557,HD*F*(GOE/EF)*GUS
Mosbach-Neckarelz,264,Chemnitz Hbf,10184,519,HN*(FD/HO)*C
Mosbach-Neckarelz,264,Coburg,1338,265,WUE*(SW/FUE)*LIF
Mosbach-Neckarelz,264,Coswig(b Dresden),10072,623,HD*F*(NDH/EF)*RIE
Mosbach-Neckarelz,264,Cottbus Hbf,10073,671,HD*(NDH/EF)*CB
Mosbach-Neckarelz,264,Delitzsch,10076,542,HD*F*(NDH/EF)*L
Mosbach-Neckarelz,264,Dessau Hbf,10077,499,WUE*EF*(HAL/L)*BTF*RSL
Mosbach-Neckarelz,264,Döbeln Hbf,10080,587,HD*F*EF*(HAL/L)*DL
Mosbach-Neckarelz,264,Doberlug-Kirchhain,10079,615,HD*F*(NDH/EF)*L
Mosbach-Neckarelz,264,Dresden Hbf,10085,641,HD*F*(NDH/EF)*DD
Mosbach-Neckarelz,264,Eberswalde Hbf,10093,755,HD*(NDH/EF)*B
Mosbach-Neckarelz,264,Eilenburg,10095,546,HD*F*(NDH/EF)*L
Mosbach-Neckarelz,264,Eilsleben(Magdeb),10096,575,HD*F*GOE*BS
Mosbach-Neckarelz,264,Eisenach Hbf,10097,348,HD*F*FD*ESA
Mosbach-Neckarelz,264,Elsterwerda,10099,611,HD*(NDH/EF)*ELW
Mosbach-Neckarelz,264,Emden Hbf,1768,676,HD*K*OS*LER
Mosbach-Neckarelz,264,Emmerich,1773,467,HD*(WO/F)*K*EMM
Mosbach-Neckarelz,264,Erfurt Hbf,10101,405,HD*F*FD*EF
Mosbach-Neckarelz,264,Erlangen,1844,222,WUE*(SW/N)*ER
Mosbach-Neckarelz,264,Falkenberg(Elster),10103,592,HD*F*(NDH/EF)*L
Mosbach-Neckarelz,264,Flöha,10108,532,HN*(FD/HO)*C
Mosbach-Neckarelz,264,Forbach(fr),2021,208,HD*MA*SB
Mosbach-Neckarelz,264,Forst(Lausitz),10111,693,HD*(NDH/EF)*CB
Mosbach-Neckarelz,264,Frankfurt(M)Flugh.,281,151,HD*(MZ/F)*FFMF
Mosbach-Neckarelz,264,Frankfurt(Oder),10113,757,HD*(NDH/EF)*FF
Mosbach-Neckarelz,264,Freiberg(Sachs),10115,558,HN*(FD/HO)*C
Mosbach-Neckarelz,264,Frose,10119,579,HD*F*(NDH/EF)*HAL
Mosbach-Neckarelz,264,Fürstenberg(Havel),10399,804,HD*(NDH/EF)*B
Mosbach-Neckarelz,264,Fürstenwalde(Spree),10120,662,WUE*(EF/JS)*B
Mosbach-Neckarelz,264,Garmisch-Partenk.,2187,416,HN*S*A*GAP
Mosbach-Neckarelz,264,Geestgottberg,10121,711,HD*F*(H/MD)*SDL
Mosbach-Neckarelz,264,Genthin,10123,656,HD*F*(H/HAL)*MD
Mosbach-Neckarelz,264,Gera Hbf,10125,496,HD*F*JS*G
Mosbach-Neckarelz,264,Gerstungen,11629,324,HD*F*FD*BEB
Mosbach-Neckarelz,264,Glauchau(Sachs),10129,490,HN*(FD/N)*WDA
Mosbach-Neckarelz,264,Görlitz,10131,747,HD*EF*DD*GR
Mosbach-Neckarelz,264,Gotha,10136,377,HD*F*FD*GTH
Mosbach-Neckarelz,264,Grambow(Gr),10138,878,HD*F*(NDH/L)*B*PW
Mosbach-Neckarelz,264,Güsen(b Genthin),10151,641,HD*F*(H/HAL)*MD
Mosbach-Neckarelz,264,Güsten,10152,528,HD*F*(GOE/EF)*GUS
Mosbach-Neckarelz,264,Güstrow,10153,800,HD*F*(HL/MD)*GUE
Mosbach-Neckarelz,264,Gutenfürst,11790,356,WUE*(SW/N)*HO
Mosbach-Neckarelz,264,Güterglück,10154,515,WUE*EF*(HAL/L)*BTF*RSL
Mosbach-Neckarelz,264,Gütersloh Hbf,2461,521,HD*(KO/F)*K*HAM
Mosbach-Neckarelz,264,Halberstadt Hbf,10157,663,HD*F*(H/HAL)*MD
Mosbach-Neckarelz,264,Halle(Saale)Hbf,10159,422,WUE*(EF/JS)*HAL
Mosbach-Neckarelz,264,Halle-Ammendorf,10162,507,HD*F*EF*NMB
Mosbach-Neckarelz,264,Halle-Neustadt,10160,525,HD*F*(NDH/EF)*HAL
Mosbach-Neckarelz,264,Hamburg Hbf,2549,676,NECK*HD*(FD/DU)*HAR*HHH
Mosbach-Neckarelz,264,Hennigsdorf(b Bln),13483,633,WUE*(EF/JS)*B
Mosbach-Neckarelz,264,Herlasgrün,10166,438,HN*(WUE/AN)*N*HO
Mosbach-Neckarelz,264,Herrnburg,11864,747,HD*(DU/FD)*HL
Mosbach-Neckarelz,264,Hockeroda,10170,345,WUE*(EF/LIF)*SLF
Mosbach-Neckarelz,264,Hof Hbf,2924,341,WUE*(SW/N)*HO
Mosbach-Neckarelz,264,Holthusen,10173,739,HD*F*(HL/MD)*SN
Mosbach-Neckarelz,264,Hosena,10171,649,HD*(NDH/EF)*ELW
Mosbach-Neckarelz,264,Igel(Gr),303,306,HD*MA*SB*TR
Mosbach-Neckarelz,264,Jena Saalbf,11058,382,WUE*SW*BA*(CO*EF/PRO)*JS
Mosbach-Neckarelz,264,Jüterbog,10182,623,HD*F*(NDH/L)*WB
Mosbach-Neckarelz,264,Kassel-Wilhelmshöhe,3200,338,HD*(MZ/FD)*KS
Mosbach-Neckarelz,264,Kehl,3218,178,HN*(S/BIET)*KA*BAD*KEHL
Mosbach-Neckarelz,264,Königs Wusterhausen,10193,741,HD*(NDH/EF)*B
Mosbach-Neckarelz,264,Könnern,10194,543,HD*F*(NDH/EF)*HAL
Mosbach-Neckarelz,264,Köthen,10195,549,HD*F*(NDH/EF)*HAL
Mosbach-Neckarelz,264,Kufstein,3475,419,HN*(WUE/UL)*KUF
Mosbach-Neckarelz,264,Leinefelde,10203,395,HD*(MZ/FD)*EICH
Mosbach-Neckarelz,264,Leipzig Hbf,10205,521,HD*F*(NDH/EF)*L
Mosbach-Neckarelz,264,Leipzig-Leutzsch,10207,528,HD*F*(NDH/EF)*L
Mosbach-Neckarelz,264,Limburg Süd,3680,214,HD*(MZ/F)*LM
Mosbach-Neckarelz,264,Lindau-Reutin,3693,303,HN*(UL/HOR)*FN
Mosbach-Neckarelz,264,Lippstadt,571,478,HD*F*(GI/FD)*KS*PB
Mosbach-Neckarelz,264,Löbau(Sachs),10212,723,HD*F*(NDH/EF)*DD
Mosbach-Neckarelz,264,Löwenberg(Mark),10214,770,HD*(NDH/EF)*B
Mosbach-Neckarelz,264,Lübben(Spreewald),10217,691,WUE*(EF/JS)*B
Mosbach-Neckarelz,264,Ludwigsfelde,10215,705,HD*(NDH/L)*BSFL
Mosbach-Neckarelz,264,Ludwigslust,10216,796,HD*(DU/FD)*HH
Mosbach-Neckarelz,264,Luth. Wittenberg Hbf,10222,500,WUE*EF*(L/HAL)*BTF*WB
Mosbach-Neckarelz,264,Magdeburg Hbf,10224,605,HD*F*(H/HAL)*MD
Mosbach-Neckarelz,264,Magdeburg-Rothensee,10086,612,HD*F*(H/HAL)*MD
Mosbach-Neckarelz,264,Marburg(Lahn),337,237,HD*(MA*MZ/DA)*F*MR
Mosbach-Neckarelz,264,Markkleeberg-Großst,10228,535,HD*F*(NDH/EF)*L
Mosbach-Neckarelz,264,Mehltheuer,10229,378,WUE*(SW/N)*HO
Mosbach-Neckarelz,264,Mellrichstadt Bf,3959,208,WUE*SW
Mosbach-Neckarelz,264,Merseburg Hbf,10232,499,HD*F*EF*NMB
Mosbach-Neckarelz,264,Michendorf,10233,738,HD*(H/NDH)*P
Mosbach-Neckarelz,264,Montabaur,667,241,HD*(MZ/F)*LM
Mosbach-Neckarelz,264,München-Pasing,4158,322,HN*UL*M*MPAS
Mosbach-Neckarelz,264,Narsdorf,10238,571,HD*F*(NDH/EF)*L
Mosbach-Neckarelz,264,Nauen,10239,658,WUE*SW*(EF/JS*L)*NAU
Mosbach-Neckarelz,264,Naumburg(Saale)Hbf,10240,467,HD*F*EF*NMB
Mosbach-Neckarelz,264,Neckargemünd,265,41,NECK*NGM
Mosbach-Neckarelz,264,Neubrandenburg,10241,901,HD*F*(NDH/L)*B*PW
Mosbach-Neckarelz,264,Neuenmarkt-Wirsberg,267,287,WUE*(SW/N)*NMW
Mosbach-Neckarelz,264,Neukieritzsch,10243,548,HD*F*(NDH/EF)*L
Mosbach-Neckarelz,264,Neukirchen(b Sulzb),269,260,WUE*FUE*N
Mosbach-Neckarelz,264,Neumark(Sachs),10244,457,HN*(WUE/AN)*N*HO
Mosbach-Neckarelz,264,Neumünster,271,754,HD*(DU/GOE)*NMS
Mosbach-Neckarelz,264,Neunkirchen(Saar)Hbf,272,184,HD*MA*HOM
Mosbach-Neckarelz,264,Neuruppin West,10246,679,WUE*(EF/JS)*B
Mosbach-Neckarelz,264,Neuss Hbf,274,369,HD*(MZ/F)*K
Mosbach-Neckarelz,264,Neustadt(Dosse),10248,671,WUE*HAL*SDL*WBE
Mosbach-Neckarelz,264,Neustadt(Weinstr)Hbf,275,101,HD*MA*NW
Mosbach-Neckarelz,264,Neustrelitz Hbf,10250,824,HD*F*(NDH/EF)*BTF*NZ
Mosbach-Neckarelz,264,Neuwied,276,254,HD*(MZ/F)*KO
Mosbach-Neckarelz,264,Nidda,277,199,HD*MA*F
Mosbach-Neckarelz,264,Niederlahnstein,278,244,HD*(MZ/F)*KO
Mosbach-Neckarelz,264,Nienburg(Weser),279,549,HD*F*(GI/FD)*GOE*H
Mosbach-Neckarelz,264,Norden,800,705,HD*K*OS*LER
Mosbach-Neckarelz,264,Nordhausen,10256,437,HD*(GOE/EF)*NDH
Mosbach-Neckarelz,264,Nordstemmen,282,466,HD*F*(GI/FD)*GOE*ELZE
Mosbach-Neckarelz,264,Northeim(Han),283,403,HD*(MZ/DA)*F*(GI*KS/FD)*GOE
Mosbach-Neckarelz,264,Nürnberg Hbf,284,214,WUE*FUE*N
Mosbach-Neckarelz,264,Oberhausen Hbf,286,406,HD*(KO/F)*K*OB
Mosbach-Neckarelz,264,Oebisfelde,10261,582,HD*F*(GI/FD)*GOE*H
Mosbach-Neckarelz,264,Offenburg,290,181,HD*KA*OG
Mosbach-Neckarelz,264,Oldenburg(Holst),4669,790,HD*(DU/FD)*OLD
Mosbach-Neckarelz,264,Oldenburg(Oldb)Hbf,291,662,HD*(DU/GOE)*HB
Mosbach-Neckarelz,264,Osnabrück Hbf,294,545,HD*K*(DU/HA)*MS*OS
Mosbach-Neckarelz,264,Osterburken,295,32,NECK*SECK*OST
Mosbach-Neckarelz,264,Paderborn Hbf,297,446,HD*F*(GI/FD)*KS*PB
Mosbach-Neckarelz,264,Pasewalk,10268,849,HD*F*(NDH/L)*B*PW
Mosbach-Neckarelz,264,Passau Hbf,298,434,WUE*N*R*PA
Mosbach-Neckarelz,264,Pforzheim Hbf,299,93,HN*(BIET/BRT)*PF
Mosbach-Neckarelz,264,Pirna,10272,658,HD*F*(NDH/EF)*DD
Mosbach-Neckarelz,264,Plattling,301,381,WUE*N*R*PLAT
Mosbach-Neckarelz,264,Plaue(Thür),10274,283,WUE*SW
Mosbach-Neckarelz,264,Plochingen,302,104,HN*S*PLO
Mosbach-Neckarelz,264,Potsdam Hbf,12666,721,HD*(H/NDH)*P
Mosbach-Neckarelz,264,Potsdam Pirschheide,10279,630,WUE*(EF/JS)*BSFL
Mosbach-Neckarelz,264,Prenzlau,10282,825,HD*(NDH/EF)*B
Mosbach-Neckarelz,264,Priemerburg,10284,804,HD*F*(HL/MD)*GUE
Mosbach-Neckarelz,264,Probstzella,10288,308,WUE*SW*BA*PRO
Mosbach-Neckarelz,264,Puttgarden,4903,830,HD*(DU/FD)*PUTT
Mosbach-Neckarelz,264,Rastatt,306,124,HN*(BIET/BR)*KA
Mosbach-Neckarelz,264,Recklinghausen Hbf,307,442,HD*(KO/F)*K*RE
Mosbach-Neckarelz,264,Regensburg Hbf,309,315,WUE*N*R
Mosbach-Neckarelz,264,Remagen,310,278,HD*(MZ/F)*KO
Mosbach-Neckarelz,264,Rendsburg,312,790,HD*(DU/GOE)*NMS
Mosbach-Neckarelz,264,Renningen,313,95,HN*BIET
Mosbach-Neckarelz,264,Reutlingen Hbf,314,138,HN*S*PLO
Mosbach-Neckarelz,264,Rheda-Wiedenbrück,315,512,HD*(KO/F)*K*HAM
Mosbach-Neckarelz,264,Rheine,316,534,HD*(KO/F)*K*RHEI
Mosbach-Neckarelz,264,Rheinhausen,317,405,HD*(KO/F*LM)*K*DU
Mosbach-Neckarelz,264,Rheydt Hbf,318,386,HD*(MZ/F)*K
Mosbach-Neckarelz,264,Riesa,10297,587,HD*F*(NDH/EF)*RIE
Mosbach-Neckarelz,264,Röblingen am See,10299,449,WUE*(EF/JS)*HAL
Mosbach-Neckarelz,264,Rödermark-Ob.Roden,285,107,NECK*BAB*OBRO
Mosbach-Neckarelz,264,Rohrbach(Saar),319,185,HD*MA*HOM
Mosbach-Neckarelz,264,Ronneburg(Thür),10301,411,WUE*(EF/HO)*G
Mosbach-Neckarelz,264,Rosenheim,320,384,HN*(WUE/UL)*RO
Mosbach-Neckarelz,264,Roßlau(Elbe),10302,494,WUE*EF*(HAL/L)*BTF*RSL
Mosbach-Neckarelz,264,Rostock Hbf,10304,886,HD*F*(H/MD)*HRO
Mosbach-Neckarelz,264,Rotenburg(Wümme),321,660,HD*(DU/GOE)*HB
Mosbach-Neckarelz,264,Rottenbach,10305,350,WUE*(EF/LIF)*SLF
Mosbach-Neckarelz,264,Rottweil,322,193,HN*(PLO/PF)*HOR
Mosbach-Neckarelz,264,Rudolstadt(Thür),10306,343,WUE*(EF/LIF)*SLF
Mosbach-Neckarelz,264,Ruhland,10308,639,HD*(NDH/EF)*ELW
Mosbach-Neckarelz,264,Saalfeld(Saale),10309,333,WUE*(EF/LIF)*SLF
Mosbach-Neckarelz,264,Saarbrücken Hbf,323,202,HD*MA*SB
Mosbach-Neckarelz,264,Salzburg Hbf,5263,473,HN*(WUE/UL)*SALZ
Mosbach-Neckarelz,264,Salzgitter-Ringelh.,325,465,HD*F*(GI/FD)*GOE*KREI
Mosbach-Neckarelz,264,Salzwedel,10310,638,HD*(DU/FD)*UE
Mosbach-Neckarelz,264,Sandersleben(Anh),10311,469,WUE*(EF/JS)*HAL
Mosbach-Neckarelz,264,Sangerhausen,10312,475,HD*(GOE/EF)*NDH
Mosbach-Neckarelz,264,Schifferstadt,326,83,HD*MA
Mosbach-Neckarelz,264,Schöna(Gr),10316,692,HD*F*(NDH/EF)*DD*BSU
Mosbach-Neckarelz,264,Schönebeck(Elbe),10318,620,HD*F*(H/HAL)*MD
Mosbach-Neckarelz,264,Schönefeld (b.Bln.),10109,683,HD*(NDH/L)*BSFL
Mosbach-Neckarelz,264,Schwäb.Hall-Hessent,330,89,NECK*HN*SHA
Mosbach-Neckarelz,264,Schwäbisch Gmünd,329,133,HN*BIET*S
Mosbach-Neckarelz,264,Schwerin Hbf,10324,729,HD*F*(HL/MD)*SN
Mosbach-Neckarelz,264,Senftenberg,10327,651,HD*(NDH/EF)*ELW
Mosbach-Neckarelz,264,Siegburg/Bonn,5556,313,HD*(MZ/F)*KO
Mosbach-Neckarelz,264,Sömmerda,10328,430,HD*F*FD*EF
Mosbach-Neckarelz,264,Sondershausen,10329,457,HD*(GOE/EF)*NDH
Mosbach-Neckarelz,264,Sonneberg(Thür)Hbf,13008,285,WUE*(SW/FUE)*LIF
Mosbach-Neckarelz,264,St Egidien,10331,497,HN*(FD/N)*WDA
Mosbach-Neckarelz,264,Stendal Hbf,10334,663,HD*F*(H/MD)*SDL
Mosbach-Neckarelz,264,Stralsund Hbf,10338,958,HD*F*(H/MD)*HST
Mosbach-Neckarelz,264,Suhl,10345,250,WUE*SW
Mosbach-Neckarelz,264,Tantow(Gr),10346,837,HD*(NDH/EF)*B
Mosbach-Neckarelz,264,Themar,10350,243,WUE*SW
Mosbach-Neckarelz,264,Triptis,10352,373,WUE*(EF/LIF)*SLF
Mosbach-Neckarelz,264,Vaihingen(Enz),6053,69,HN*BIET
Mosbach-Neckarelz,264,Vienenburg,364,485,HD*F*(GI/FD)*GOE*KREI
Mosbach-Neckarelz,264,Walkenried,6172,454,HD*(MZ/DA)*F*(GI*KS/FD)*GOE
Mosbach-Neckarelz,264,Waren(Müritz),10361,860,HD*F*(NDH/EF)*BTF*NZ
Mosbach-Neckarelz,264,Weimar,10366,426,HD*F*FD*EF
Mosbach-Neckarelz,264,Weißenfels,10368,390,WUE*SW*(MET/BA*CO)*EF*WE*NMB
Mosbach-Neckarelz,264,Werdau,10372,465,HN*(FD/N)*WDA
Mosbach-Neckarelz,264,Werder(Havel),10373,608,WUE*(FD/SW)*EF*BTF*P
Mosbach-Neckarelz,264,Wernshausen,10375,254,WUE*MET*SHL*WHSN
Mosbach-Neckarelz,264,Westerland(Sylt),6369,913,HD*(K/H)*HH*WEST
Mosbach-Neckarelz,264,Wiesbaden-Biebrich,288,160,HD*(MZ/F)*WI
Mosbach-Neckarelz,264,Wittenberge,10382,717,HD*F*(H/HAL)*WBE
Mosbach-Neckarelz,264,Wolfsburg Hbf,6552,552,HD*F*GOE*BS
Mosbach-Neckarelz,264,Wriezen,10386,792,HD*(NDH/EF)*B
Mosbach-Neckarelz,264,Wunstorf,268,515,HD*F*(GI/FD)*GOE*H
Mosbach-Neckarelz,264,Wuppertal Hbf,266,379,HD*K*W
Mosbach-Neckarelz,264,Wustermark,10389,738,HD*F*(H/MD)*SDL
Mosbach-Neckarelz,264,Zeitz,10390,429,WUE*(EF/HO)*G
Mosbach-Neckarelz,264,Zella-Mehlis,10391,256,WUE*SW
Mosbach-Neckarelz,264,Zittau,10393,694,WUE*LIF*(JS/HO)*L*RIE
Mosbach-Neckarelz,264,Zossen,10395,614,WUE*(EF/JS)*BSFL
Mosbach-Neckarelz,264,Zwickau(Sachs)Hbf,10397,437,WUE*(SW/N)*HO
Mühldorf(Oberbay),258,Aachen Süd(Gr),403,796,M*(S/R)*AC
Mühldorf(Oberbay),258,Altenburg,10003,421,LA*R*HO*WDA
Mühldorf(Oberbay),258,Arnsdorf(Dresden),10006,548,LA*R*(JS/HO)*DD
Mühldorf(Oberbay),258,Aschersleben,10009,655,M*(EF/R)*HAL
Mühldorf(Oberbay),258,Aue(Sachs),10010,422,LA*R*HO*WDA
Mühldorf(Oberbay),258,Baden-Baden,774,444,M*UL*KA*BAD
Mühldorf(Oberbay),258,Bad Kleinen,10018,902,M*(EF/HO)*MD*SN
Mühldorf(Oberbay),258,Bad Langensalza,10020,573,M*(A*SW/HO)*EF
Mühldorf(Oberbay),258,Bad Schandau,10022,562,LA*R*(JS/L)*DD*BSU
Mühldorf(Oberbay),258,Berlin Friedrichstr,10038,755,M*(EF/R)*B
Mühldorf(Oberbay),258,Berlin Gesundbrunnen,11102,656,LA*(JS/HO)*B
Mühldorf(Oberbay),258,Berlin Hbf,11160,755,MUE*LA*(JS/HO)*B*BHBF
Mühldorf(Oberbay),258,Berlin-Karlshorst,10035,767,M*(EF/R)*B
Mühldorf(Oberbay),258,Berlin Ostkreuz,11162,659,LA*(JS/HO)*B
Mühldorf(Oberbay),258,Berlin-Spandau,10404,773,M*(EF/HO)*BSP
Mühldorf(Oberbay),258,Berlin Südkreuz,11113,659,LA*(JS/HO)*B
Mühldorf(Oberbay),258,Berlin-Wannsee,10405,728,M*(EF/R)*BWA
Mühldorf(Oberbay),258,Berlin Westkreuz,11108,661,LA*(JS/HO)*B
Mühldorf(Oberbay),258,Bischofswerda,10049,563,LA*R*(JS/HO)*DD
Mühldorf(Oberbay),258,Bitterfeld,10050,602,M*(SW/HO)*BTF
Mühldorf(Oberbay),258,Blankenberg(Meckl),10051,920,M*(EF/HO)*MD*SN
Mühldorf(Oberbay),258,Borsdorf(Sachs),10059,581,M*(N/R)*L
Mühldorf(Oberbay),258,Brandenburg Hbf,10060,774,M*(SW/HO)*MD*BRB
Mühldorf(Oberbay),258,Bretleben,10061,585,M*(A*SW/HO*L)*BRE
Mühldorf(Oberbay),258,Britz,10064,808,M*(EF/R)*B
Mühldorf(Oberbay),258,Calau(Nl),10069,695,M*(JS/HO)*CA
Mühldorf(Oberbay),258,Calbe(Saale) Ost,10070,655,M*(EF/R)*HAL
Mühldorf(Oberbay),258,Calbe(Saale) West,10071,694,M*(SW/HO)*GUS
Mühldorf(Oberbay),258,Chemnitz Hbf,10184,440,LA*R*(SLF/HO)*C
